"","Combine","n"
"1188","agrifoodchain",1
"1189","agrifoodgovernance",1
"1190","agrifoodsystemtransformation",1
"1191","agrihorticulturesystems",1
"1192","agripreneurship",1
"1193","agro-biodiversityassessment",1
"1194","agro-ecosystemproductivity",1
"1195","agro-ecozones",1
"1196","agro-foodpolicy",1
"1197","agro-forests",1
"1198","agro-morphologicalvariation",1
"1199","agro-pastoralism",1
"1200","agro-physiologicaltraits",1
"1201","agro-practice",1
"1202","agro-taobaovillages",1
"1203","agrobiodiversityloss",1
"1204","agrobiodiversitymanagement",1
"1205","agrochemical",1
"1206","agroecologicallandscapes",1
"1207","agroecosystemplanning",1
"1208","agroecosystemresilience",1
"1209","agroecosystemtypes",1
"1210","agronomiceffect",1
"1211","agronomicinnovations",1
"1212","agronomictraits.arrangethemalphabetically",1
"1213","agrotourism",1
"1214","ahp",1
"1215","aiddependency",1
"1216","aidpolicy",1
"1217","airquality",1
"1218","akebiatrifoliata",1
"1219","akha",1
"1220","albizia",1
"1221","algorithm",1
"1222","algorithms",1
"1223","alleles",1
"1224","allelopathy",1
"1225","allium",1
"1226","alliumtuberosuml",1
"1227","allometry",1
"1228","alluvialfarming",1
"1229","alnusnepalensis",1
"1230","alpineenvironment",1
"1231","altai",1
"1232","altaimountains",1
"1233","alternariabrassicicola",1
"1234","alternateland-usesystems",1
"1235","alternatingoptimizations",1
"1236","alternatingstress",1
"1237","alternativefoodresources",1
"1238","altitudinalgradients",1
"1239","amaranthus",1
"1240","amaranthuscaudatus",1
"1241","amfungi",1
"1242","amorphophallus",1
"1243","amorphophallusbulbifer",1
"1244","amrascadevastansdist.",1
"1245","anacardiumoccidentale",1
"1246","analysisofcovariance",1
"1247","analysisofvariance(anova)",1
"1248","analyticalframework",1
"1249","analytichierarchyprocess",1
"1250","analytichierarchyprocess(ahp)",1
"1251","ancient",1
"1252","ancientagriculture",1
"1253","andes",1
"1254","andforestpolicies",1
"1255","androidapplets",1
"1256","androidstudio",1
"1257","anemia",1
"1258","animalhealth",1
"1259","animalprotein",1
"1260","animalwelfare",1
"1261","annualyield",1
"1262","antagonisticactivity",1
"1263","antecedentconditions",1
"1264","anthracnose",1
"1265","anthropobiome",1
"1266","anthropogenicactivity",1
"1267","anthropometry",1
"1268","anti-bacterialagents",1
"1269","anti-oxidantactivities",1
"1270","antibioticagent",1
"1271","antibioticresistance",1
"1272","antibiotics",1
"1273","antifungalactivity",1
"1274","antiinfectiveagent",1
"1275","antinutritionalfactors",1
"1276","antioxidantactivity",1
"1277","aonagatribe",1
"1278","apexpredatorsagro-ecosystemsbhutancarnivoreconservationpredatorguildtrophiccascade",1
"1279","aphididae",1
"1280","aphisgossypii",1
"1281","apidae",1
"1282","apisdorsata",1
"1283","apisflorea",1
"1284","apong",1
"1285","apparency",1
"1286","apples",1
"1287","applets",1
"1288","applicationoffertilizers",1
"1289","applicationprogress",1
"1290","applicationrates",1
"1291","appliedgenomics",1
"1292","aquacultureindustry",1
"1293","aquaculturesystem",1
"1294","aquaticagriculturalsystems",1
"1295","aquaticecosystem",1
"1296","aquifers",1
"1297","arablefarming",1
"1298","arablelandscapesystemclassification",1
"1299","araneae",1
"1300","arboriculture",1
"1301","arbuscularmycorrhiza",1
"1302","arbuscularmycorrhizalfungi",1
"1303","arcgissoftwares",1
"1304","archaeorrhyncha",1
"1305","arches",1
"1306","arduino",1
"1307","arecacatechu",1
"1308","arecanut",1
"1309","arid",1
"1310","aridagriculture",1
"1311","aridecosystems",1
"1312","aridregion",1
"1313","aridzone",1
"1314","aroma",1
"1315","arsenic-richgroundwater",1
"1316","arsenicmitigationinterventions",1
"1317","arsenicpoisoning",1
"1318","arthropoda",1
"1319","artisanfarmers",1
"1320","artocarpusheterophyllus",1
"1321","arundinaria",1
"1322","arundinariaintermedia",1
"1323","ascogasterquadridentata",1
"1324","ascorbicacid",1
"1325","ash",1
"1326","asia-pacificregion",1
"1327","asian",1
"1328","asiancontinentalancestrygroup",1
"1329","asianelephant",1
"1330","asianldcs",1
"1331","asianmonsoon",1
"1332","asparagus",1
"1333","asparagusracemosus",1
"1334","assemblyrule",1
"1335","assessmentindexsystem",1
"1336","aster",1
"1337","atmosphericnitrogen",1
"1338","attitudinalsurvey",1
"1339","auricularia",1
"1340","autochthonouslandraces",1
"1341","automaticclassification",1
"1342","automation",1
"1343","autumn",1
"1344","azospirillum",1
"1345","bacterial",1
"1346","bacterialcommunitycomposition",1
"1347","bacterialgene",1
"1348","bacterialmicrobiome",1
"1349","bacterialstrain",1
"1350","bacteriology",1
"1351","bacterium",1
"1352","bacteroidetes",1
"1353","badh2",1
"1354","bag-of-words",1
"1355","bagmati",1
"1356","bago",1
"1357","bagofwords",1
"1358","bakanaedisease",1
"1359","bakeryproduct",1
"1360","bakingquality",1
"1361","balanceofsystems",1
"1362","balkanpeninsula",1
"1363","bamboofloweringandrat-famine",1
"1364","bambooforests",1
"1365","banana",1
"1366","bandicotabengalensis",1
"1367","barakvalley",1
"1368","barcoding",1
"1369","bargainingpower",1
"1370","baris",1
"1371","barnyardmilletcoregermplasm",1
"1372","basalarea",1
"1373","basmati",1
"1374","bayesiananalysis",1
"1375","bayesianapproach",1
"1376","bee",1
"1377","beekeeping",1
"1378","beeswax",1
"1379","beliefs",1
"1380","beltandroadinitiative",1
"1381","benefit",1
"1382","benefit–costratio",1
"1383","benefitsharing",1
"1384","benzothiazole",1
"1385","benzothiazolederivative",1
"1386","berberidaceae",1
"1387","berberislycium",1
"1388","bestmanagementpractice(bmps)",1
"1389","bestmanagementpractices",1
"1390","betavulgarissubsp.vulgaris",1
"1391","beverage",1
"1392","bharcommunity",1
"1393","bibliometricanalysis",1
"1394","bigdataapplications",1
"1395","bihar",1
"1396","bijie",1
"1397","bijieprefecture",1
"1398","bilinearinterpolationmethod",1
"1399","binarysequences",1
"1400","bio-energy",1
"1401","bioaccumulation",1
"1402","bioactivecompounds",1
"1403","bioavailability",1
"1404","biocharcompoundfertilizer",1
"1405","biochars",1
"1406","biochemicalcomposition",1
"1407","biocide",1
"1408","biocides",1
"1409","biocontrolagent",1
"1410","biocontrolagents",1
"1411","bioculturaldiversity",1
"1412","biodegradation",1
"1413","biodiversityloss",1
"1414","bioeconomicmodelling",1
"1415","biofuel",1
"1416","biogas",1
"1417","biogasagriculture",1
"1418","biogasenergy",1
"1419","biogasfertilizer",1
"1420","biogasproduction",1
"1421","biogeochemistry",1
"1422","biogeographicalzones",1
"1423","biogeographicregions",1
"1424","biogeography",1
"1425","biologicalcharacteristics",1
"1426","biologicaldiversity",1
"1427","biologicalevolution",1
"1428","biologicalinvasion",1
"1429","biologicalpestcontrol",1
"1430","biology",1
"1431","biomassproductions",1
"1432","biopesticides",1
"1433","biophysicalmodel",1
"1434","biophysics",1
"1435","biospherics",1
"1436","biosynthesis",1
"1437","biotechnologyr&dinvestment",1
"1438","bioticandabioticstress",1
"1439","bioticstress",1
"1440","biplot",1
"1441","bird",1
"1442","biscuit",1
"1443","blockchain",1
"1444","blood",1
"1445","bloodsampling",1
"1446","bodymass",1
"1447","bodymassindex",1
"1448","bodyregions",1
"1449","bokchoy",1
"1450","bombycidae",1
"1451","bombyx",1
"1452","bombyxmandarina",1
"1453","bombyxmori",1
"1454","boomcrops",1
"1455","bootstrap-malmquist",1
"1456","bootstrapping",1
"1457","borders",1
"1458","bosgrunniens",1
"1459","bostaurus",1
"1460","botrytisfabae",1
"1461","bottleneck",1
"1462","bovine",1
"1463","braconidae",1
"1464","brandmanagement",1
"1465","brassica",1
"1466","brassicanapusvar.napus",1
"1467","brassicaoleracea",1
"1468","brassicaoleraceavar.italica",1
"1469","brassicarapasubsp.chinensis",1
"1470","brassicarapasubsp.pekinensis",1
"1471","brazil",1
"1472","bread",1
"1473","breederseed",1
"1474","breedingapproaches",1
"1475","breedingoperations",1
"1476","breedingtechnology",1
"1477","brinjal",1
"1478","bronzeage",1
"1479","broomgrass",1
"1480","brugchu",1
"1481","bryophyta",1
"1482","building",1
"1483","buildingresilience",1
"1484","businessfunctions",1
"1485","businessmodel",1
"1486","businessobstacles",1
"1487","businessperformance",1
"1488","buxa",1
"1489","c(programminglanguage)",1
"1490","cadmium",1
"1491","calf(mammal)",1
"1492","calibration",1
"1493","calorificdeficiency",1
"1494","calthapalustris",1
"1495","cambodia",1
"1496","camellia",1
"1497","camelliasinensis.",1
"1498","camelliasinensisvar.assamica",1
"1499","canola",1
"1500","canopymicroclimate",1
"1501","capacity-building",1
"1502","capital",1
"1503","capital-labordualintensifying",1
"1504","capitalism",1
"1505","capitals",1
"1506","carbohydrate",1
"1507","carbohydrateanalysis",1
"1508","carbonandnitrogen",1
"1509","carbondioxidetrappingagent",1
"1510","carbonequivalentemission",1
"1511","carbonflux",1
"1512","carbonretentionefficiency",1
"1513","carbonsequestrationpotential",1
"1514","carbonsource",1
"1515","carbontrading",1
"1516","cardamine",1
"1517","cardaminemacrophylla",1
"1518","carminative",1
"1519","carthamus",1
"1520","carthamuslanatus",1
"1521","carthamusoxyacanthus",1
"1522","caryopterisdivaricata",1
"1523","casestudy",1
"1524","casestudymethodology",1
"1525","cashcropping",1
"1526","castanea",1
"1527","cattlefarming",1
"1528","celastrus",1
"1529","celastrusorbiculatus",1
"1530","centersoforigin",1
"1531","centralamerica",1
"1532","centralasia",1
"1533","centralgovernment",1
"1534","centralhimalaya",1
"1535","centralhimalayas",1
"1536","centralnepal",1
"1537","cervusunicolor",1
"1538","cgrfa",1
"1539","chakhesangtribe",1
"1540","challenges",1
"1541","changemanagement",1
"1542","changinggenderrolesandrelations",1
"1543","changingtrend",1
"1544","characterisation",1
"1545","characterization",1
"1546","charcoal",1
"1547","chayotesquash",1
"1548","chemicalanalysis",1
"1549","chemicalcharacteristic",1
"1550","chemicalcompound",1
"1551","chemicalcontamination",1
"1552","chemicalparameters",1
"1553","chemigation",1
"1554","chengdu",1
"1555","chenopodiumalbum",1
"1556","cherry",1
"1557","chillconservation",1
"1558","chillinginjury",1
"1559","china.",1
"1560","chinaagriculturalmonitoringandearly-warningsystem(cames)",1
"1561","chinese",1
"1562","chinesechives",1
"1563","chinesemilkvetch(astragalussinicus)",1
"1564","chittagong[bangladesh]",1
"1565","chittagonghilltracts",1
"1566","chloroplast",1
"1567","chloroplastgenome",1
"1568","chocolatespotdisease",1
"1569","choicebehavior",1
"1570","choiceexperiments",1
"1571","chromosomenumber",1
"1572","chronicdisease",1
"1573","chronologicalperiods",1
"1574","cinnamomum",1
"1575","cinnamomumtamala",1
"1576","citespace",1
"1577","citrus",1
"1578","citrusjambhiri",1
"1579","citrusmaxima",1
"1580","citrusreticulata",1
"1581","city",1
"1582","civilsocietyorganization",1
"1583","claraanddbscan",1
"1584","classificationsystem",1
"1585","cleanerproductionofagriculture",1
"1586","cleistogenessongorica'tenggeli'",1
"1587","climate-changehazards",1
"1588","climatechangeeffects",1
"1589","climatechangerainfedagricultureadaptationresilienceclimatesmartagriculture",1
"1590","climatecondition",1
"1591","climateconditions",1
"1592","climatemodels",1
"1593","climateresilientagriculture",1
"1594","climatevulnerability",1
"1595","climaticchange",1
"1596","climaticcharacteristicsdifference",1
"1597","climaticfluctuations",1
"1598","climaticimpact",1
"1599","climaticyield",1
"1600","cloning",1
"1601","cluster",1
"1602","clusterapproach",1
"1603","clustering",1
"1604","co-ops",1
"1605","co-resistance",1
"1606","coalitionmagnet",1
"1607","coastalzone",1
"1608","coefficients",1
"1609","coevolution",1
"1610","cohortanalysis",1
"1611","collectivespaces",1
"1612","colletotrichum",1
"1613","colonialburma",1
"1614","colonialism",1
"1615","colonization",1
"1616","combinationoffunctions",1
"1617","commercial",1
"1618","commercialactivity",1
"1619","commercialcultivation",1
"1620","commercialplantation",1
"1621","commercialspecies",1
"1622","commonbean",1
"1623","commonwalnut",1
"1624","communication",1
"1625","community-basedagroforestrysystem",1
"1626","communitybasedseedproduction",1
"1627","communitybiodiversitymanagement",1
"1628","communityentrepneurship",1
"1629","communityfoodsecurity",1
"1630","communityforestry",1
"1631","communitymanagement",1
"1632","communitypartnership",1
"1633","communityresourcemanagement",1
"1634","communityseedsystems",1
"1635","communitystructure",1
"1636","communitysupportedagriculture",1
"1637","comparativeanalysis",1
"1638","compatiblesolutes",1
"1639","compensation",1
"1640","competence",1
"1641","competition(economics)",1
"1642","competitioninteractions",1
"1643","competitiveability",1
"1644","competitiveadvantage",1
"1645","competitiveness",1
"1646","complementarity",1
"1647","complexity",1
"1648","complexnetworks",1
"1649","compositeindicators",1
"1650","composting",1
"1651","composttime",1
"1652","computervision",1
"1653","conceptualframeworks",1
"1654","conductionpaths",1
"1655","connotationcharacteristics",1
"1656","consensus",1
"1657","conservationalagriculture",1
"1658","conservationanduse",1
"1659","conservationbiologicalcontrol",1
"1660","conservationbiology",1
"1661","conservationmethods",1
"1662","conservationplans",1
"1663","conservationpractices",1
"1664","conservations",1
"1665","conservationstrategy",1
"1666","conservationtechnologies",1
"1667","consumer",1
"1668","consumer-orientedbreeding",1
"1669","consumer-orientedgermplasmconservation",1
"1670","consumer’sexpenditure",1
"1671","consumerbehavior",1
"1672","consumerbehaviour",1
"1673","consumersegmentation",1
"1674","consumervalue",1
"1675","consumption",1
"1676","consumptionandcommerce",1
"1677","consumptionutility",1
"1678","contaminatedgroundwater",1
"1679","contaminatedland",1
"1680","contamination",1
"1681","content-based",1
"1682","content-basedapproach",1
"1683","contingencyplans",1
"1684","contingentvaluation",1
"1685","contingentvaluationmethod",1
"1686","contingentvaluationmethods",1
"1687","contractfarming",1
"1688","controlled",1
"1689","controlledatmospherestorage",1
"1690","controlledirrigations",1
"1691","controlofnon-pointsourcespollution",1
"1692","conuco",1
"1693","conventionalagriculture",1
"1694","conventionalmethods",1
"1695","conventionalsystems",1
"1696","conventiononbiologicaldiversity",1
"1697","convolution",1
"1698","convolutionalneuralnetwork",1
"1699","convolutionneuralnetwork",1
"1700","cooperation",1
"1701","cooperativemembership",1
"1702","cooperatives",1
"1703","cooperativesector",1
"1704","copingstrategies",1
"1705","coriandrumsativum",1
"1706","corporatesocialresponsibility",1
"1707","correlationanalysis",1
"1708","cost-effectiveness",1
"1709","cost:benefitanalysis",1
"1710","costanalysis",1
"1711","countdataanalysis",1
"1712","coupledhumanandnaturalsystems",1
"1713","coverandmanagementfactor",1
"1714","cowpea",1
"1715","crataegus",1
"1716","creditaccessibility",1
"1717","creditconstraints",1
"1718","creditdistribution",1
"1719","crispr-cassystems",1
"1720","crisprcassystem",1
"1721","criticalsystemsoflearningcompetence",1
"1722","crop-livestock-agroforestry",1
"1723","cropbiodiversity",1
"1724","cropgrowthrate",1
"1725","cropimprovementprogram",1
"1726","cropintensification",1
"1727","croplandexpansion",1
"1728","croplandproductionsystem",1
"1729","cropmanagements",1
"1730","cropphysiology",1
"1731","croppingdiversity",1
"1732","croppingfrequency",1
"1733","croppingpatterns",1
"1734","croppingregimes",1
"1735","croppingseason",1
"1736","croppingsystemregion",1
"1737","cropplantdiversity",1
"1738","cropraiding",1
"1739","cropresidues",1
"1740","croprotations",1
"1741","croprotationsystem",1
"1742","crops/croppingsystemdiversification",1
"1743","cropsdiseasediagnosis",1
"1744","cropwildrelatives",1
"1745","cropyields",1
"1746","cross-resistance",1
"1747","cross-sectionalstudies",1
"1748","cross-sectionalstudy",1
"1749","crossborder",1
"1750","crossresistance",1
"1751","crotalariajuncea",1
"1752","csle",1
"1753","culinary",1
"1754","cultivars",1
"1755","cultivatedlandplantingstructure",1
"1756","cultivatedlandusedecision-making",1
"1757","cultivatedlegumes",1
"1758","cultivationandmanagement",1
"1759","cultivationintensity",1
"1760","culturalanthropology",1
"1761","culturalcharacteristics",1
"1762","culturaldiversity",1
"1763","culturalecosystemservicedemand",1
"1764","culturalecosystemservicesupply",1
"1765","culturalgroups",1
"1766","culturalhistory",1
"1767","culturalindicators",1
"1768","culturaltourism",1
"1769","culturaluses",1
"1770","culturalvalue",1
"1771","culturesupernatant",1
"1772","currentstatus",1
"1773","customerdemands",1
"1774","cyclohexane",1
"1775","cydiapomonella",1
"1776","cytonucleardiscordance",1
"1777","dailylifeactivity",1
"1778","dairy",1
"1779","dairyfarming",1
"1780","damage",1
"1781","darchula",1
"1782","dataanalytics",1
"1783","dataenvelopmentanalysis",1
"1784","datahandling",1
"1785","datainformations",1
"1786","datamining",1
"1787","dataprocessing",1
"1788","dataset",1
"1789","datavisualization",1
"1790","dde",1
"1791","ddt",1
"1792","decadalvariation",1
"1793","decapoda(crustacea)",1
"1794","deceleration",1
"1795","deciduoustree",1
"1796","decisionsupportsystems",1
"1797","decisiontrees",1
"1798","decompositioneffect",1
"1799","deeplearning",1
"1800","deepneuralnetworks",1
"1801","deficitirrigation",1
"1802","degradedlands",1
"1803","dehydration",1
"1804","dehydrogenaseactivity",1
"1805","delhi",1
"1806","demand-sidemanagement",1
"1807","demandcreation",1
"1808","demographiccharacteristics",1
"1809","demographicsurvey",1
"1810","demographictrend",1
"1811","deoxynivalenol(don)",1
"1812","dependency",1
"1813","descriptors",1
"1814","desertification",1
"1815","designandimplementations",1
"1816","detoxification",1
"1817","developingcountry",1
"1818","developingtrend",1
"1819","developmentdiscourse",1
"1820","developmentframework",1
"1821","developmentorientation",1
"1822","developmentpotentials",1
"1823","developmentstrategy",1
"1824","developmenttheory",1
"1825","deviation",1
"1826","dhaka[bangladesh]",1
"1827","diabetesmellitus",1
"1828","diazotroph",1
"1829","dichlorodiphenyltrichloroethane",1
"1830","dietaryexposure",1
"1831","dietaryshift",1
"1832","dietchange",1
"1833","differentialoptimums",1
"1834","differentiation",1
"1835","diffusepollution",1
"1836","diffusions",1
"1837","digestivedisorders",1
"1838","digestivesystemdiseases",1
"1839","digestivesystemfunctiondisorder",1
"1840","digitalelevationmodel",1
"1841","digitalimageprocessing(dip)",1
"1842","dilution",1
"1843","directseededrice",1
"1844","discretechoiceanalysis",1
"1845","discretechoiceexperiments",1
"1846","diseaseassociation",1
"1847","diseasecontrol",1
"1848","diseaseindex",1
"1849","diseasemanagement",1
"1850","diseaseprevalence",1
"1851","diseaseresistance",1
"1852","diseaseresistancegene",1
"1853","diseasesuppression",1
"1854","disinfectantagent",1
"1855","disinfectants",1
"1856","dispersal",1
"1857","dispersalability",1
"1858","distance",1
"1859","distribution",1
"1860","distributioncharacteristics",1
"1861","distributionmaps",1
"1862","distributionpatterns",1
"1863","diversifiedshrimp-riceagroecosystems",1
"1864","diversifiedutilization",1
"1865","diversitychange",1
"1866","diversityofofferings",1
"1867","diversitysystems",1
"1868","dmormathematicalmodel",1
"1869","dna",1
"1870","dnasequence",1
"1871","dnasequences",1
"1872","domain-specificrecommendation",1
"1873","domestic",1
"1874","domesticcredit",1
"1875","domesticgoat",1
"1876","domesticspecies",1
"1877","domesticwaste",1
"1878","dominant",1
"1879","dongpeople",1
"1880","dongsheng",1
"1881","donors",1
"1882","doublebondpositions",1
"1883","downymildew",1
"1884","dracocephalum",1
"1885","draftanimal",1
"1886","drinking-water",1
"1887","drinkingwater",1
"1888","droughttolerance",1
"1889","drugresistance",1
"1890","drylandfarming",1
"1891","dryleaves",1
"1892","dryseason",1
"1893","dryzoneofmyanmar",1
"1894","dssat",1
"1895","dulong",1
"1896","dulongvalley",1
"1897","dus",1
"1898","e-commerce",1
"1899","e-commerceagribusiness",1
"1900","eastasia",1
"1901","easternhimalayas",1
"1902","easternindia",1
"1903","easternnepal",1
"1904","easternuttarpradesh",1
"1905","eastsiang",1
"1906","echinochloa",1
"1907","echinochloacolona",1
"1908","echinochloaesculenta",1
"1909","echinochloafrumentacea",1
"1910","echinochloaspp",1
"1911","eco-agriculturaltourism",1
"1912","eco-agriculture",1
"1913","eco-distributionmapping",1
"1914","eco-economiczone",1
"1915","eco-farm",1
"1916","ecologicalbenefits",1
"1917","ecologicalcarryingcapacity",1
"1918","ecologicalcivilization",1
"1919","ecologicaldamage",1
"1920","ecologicaldynamics",1
"1921","ecologicaleconomics",1
"1922","ecologicalenvironments",1
"1923","ecologicalfactors",1
"1924","ecologicalfootprint",1
"1925","ecologicalimpact",1
"1926","ecologicalindicators",1
"1927","ecologicalindustrialization",1
"1928","ecologicalintensification",1
"1929","ecologicallysoundlandusechange",1
"1930","ecologicalmanagementpestinsects",1
"1931","ecologicalnetworkanalysis",1
"1932","ecologicalnichemodel",1
"1933","ecologicalprotection",1
"1934","ecologicalsolution",1
"1935","ecologicalvalueassessment",1
"1936","ecologicalvulnerability",1
"1937","econometricmodel",1
"1938","econometrics",1
"1939","economic",1
"1940","economicactivity",1
"1941","economicandenvironmentalperformance",1
"1942","economicbenefits",1
"1943","economiccharacterization",1
"1944","economiccost",1
"1945","economicequilibrium",1
"1946","economicimpact",1
"1947","economicincentive",1
"1948","economicperspective",1
"1949","economicreform",1
"1950","economicreturns",1
"1951","economicsectors",1
"1952","economicsystem",1
"1953","economictransition",1
"1954","economicviability",1
"1955","economicvulnerability",1
"1956","economiesofscope",1
"1957","economyofscale",1
"1958","ecosystemdegradation",1
"1959","ecosystemhealth",1
"1960","ecosystemmanagement",1
"1961","ecosystemprotection",1
"1962","ecosystemrestoration",1
"1963","ecotone",1
"1964","ecotypes",1
"1965","edgedetection",1
"1966","edgedetectionmethods",1
"1967","educationaldevelopment",1
"1968","educationalstatus",1
"1969","educationandknowledgepovertyalleviation",1
"1970","effectassessment",1
"1971","efficacy",1
"1972","efficiencyperformance",1
"1973","eggs",1
"1974","elaeis",1
"1975","electricdischarges",1
"1976","electricnetworkanalysis",1
"1977","elevation",1
"1978","elevationgradient",1
"1979","embryophyta",1
"1980","emergence",1
"1981","emergy",1
"1982","emergyevaluation",1
"1983","emergysynthesis",1
"1984","emissioninventory",1
"1985","emissionmitigation",1
"1986","emissionsmitigation",1
"1987","emissionstrading",1
"1988","empiricalstudies",1
"1989","employment",1
"1990","ems",1
"1991","endangeredspecies",1
"1992","endemicspecies",1
"1993","endophyticmicrobes",1
"1994","endosulphansulphate",1
"1995","endowmentresources",1
"1996","energyconversion",1
"1997","energycrisis",1
"1998","energyefficiency",1
"1999","energyflow",1
"2000","energypolicy",1
"2001","energyproductions",1
"2002","energyresource",1
"2003","energyuseefficiency",1
"2004","energyutilization",1
"2005","energyyield",1
"2006","engine",1
"2007","engines",1
"2008","enhancement",1
"2009","enhancingfarmer'sincome",1
"2010","enterpriseresourceplanning",1
"2011","enterprisesurvey",1
"2012","entomopathogenicmicroorganisms",1
"2013","entrepreneurship",1
"2014","environment(builtandnatural)–agriculture",1
"2015","environmental",1
"2016","environmentalaspectsandrelatedphenomena",1
"2017","environmentalassessment",1
"2018","environmentalawareness",1
"2019","environmentalbenefits",1
"2020","environmentalcarryingcapacity",1
"2021","environmentalchanges",1
"2022","environmentalcompensation",1
"2023","environmentalconsequences",1
"2024","environmentalconservation",1
"2025","environmentaldamage",1
"2026","environmentaldecisionmaking",1
"2027","environmentalenrichment",1
"2028","environmentalfactors",1
"2029","environmentalfluctuations",1
"2030","environmentalhealthandsafety",1
"2031","environmentalindex",1
"2032","environmentalindicators",1
"2033","environmentalkuznetscurve",1
"2034","environmentalkuznetscurves",1
"2035","environmentalloads",1
"2036","environmentalpolitics",1
"2037","environmentalpollutions",1
"2038","environmentalpressures",1
"2039","environmentalproblems",1
"2040","environmentalresearch",1
"2041","environmentalrestorationandremediation",1
"2042","environmentaluncertainty",1
"2043","environmentquality",1
"2044","enzyme",1
"2045","epidemiology",1
"2046","equilibrium",1
"2047","est-ssr",1
"2048","esthetics",1
"2049","estimation",1
"2050","esurvey",1
"2051","ethicandvalues",1
"2052","ethics",1
"2053","ethiopia",1
"2054","ethnicgroup",1
"2055","ethnicgroups",1
"2056","ethnictraditionalcultures",1
"2057","ethnographicresearch",1
"2058","ethnozoology",1
"2059","ethylene",1
"2060","ethylmethanesulphonate",1
"2061","eucalyptuscamaldulensis",1
"2062","eulophidae",1
"2063","europe",1
"2064","euryaleferox",1
"2065","euryaleferoxsalisb",1
"2066","eutrophication",1
"2067","evaluationindexsystem",1
"2068","evaluationmodel",1
"2069","evaluationmodeling",1
"2070","evergreenrevolution",1
"2071","everydaypractice",1
"2072","evolution",1
"2073","evolutionaryadaptation",1
"2074","evolutionaryeconomics",1
"2075","evolutionaryhistory",1
"2076","ex-situconservation",1
"2077","excreta",1
"2078","experiment",1
"2079","expertknowledge",1
"2080","exploitation",1
"2081","exsitu",1
"2082","extension",1
"2083","extensioneducation",1
"2084","extensiongap",1
"2085","externalresources",1
"2086","extinctionrisk",1
"2087","exudate",1
"2088","face-to-faceinterview",1
"2089","facilitatingandinhibitingfactors",1
"2090","facilitation",1
"2091","fagopyrumesculentum",1
"2092","families",1
"2093","familyfarm",1
"2094","familyincome",1
"2095","familynutrition",1
"2096","far-easternhimalayas",1
"2097","fareast",1
"2098","farm-technology",1
"2099","farmassessmentindex",1
"2100","farmbases",1
"2101","farmcategory",1
"2102","farmer-bredcultivars",1
"2103","farmer-breeder-chef-consumernexus",1
"2104","farmeradvisoryservices",1
"2105","farmercooperative",1
"2106","farmerfieldschools",1
"2107","farmerhousehold",1
"2108","farmerlivelihoods",1
"2109","farmerorganizationpapertyperesearchpaper",1
"2110","farmerperception",1
"2111","farmers",1
"2112","farmers'organization",1
"2113","farmers'satisfaction",1
"2114","farmers'socioculturalperception",1
"2115","farmers'varieties",1
"2116","farmers’entrepreneurship",1
"2117","farmers’knowledge",1
"2118","farmers’rights",1
"2119","farmers’varieties",1
"2120","farmerselection",1
"2121","farmersincome",1
"2122","farmersparticipatoryapproach",1
"2123","farmersrights",1
"2124","farmheterogeneity",1
"2125","farmholding",1
"2126","farmlandloss",1
"2127","farmlandproductivity",1
"2128","farmmanagement",1
"2129","farmmechanization",1
"2130","farmperformance",1
"2131","farmproductiondiversity",1
"2132","farmproductivity",1
"2133","farmservicecentres(fsc)",1
"2134","farmstructures",1
"2135","farmtechnology",1
"2136","farmtechnologyintensification",1
"2137","farmtypology",1
"2138","fasterrcnn",1
"2139","fattyacid",1
"2140","feasibilitystudy",1
"2141","feed",1
"2142","feedbacksystem",1
"2143","feedingbehavior",1
"2144","feeds",1
"2145","feedstock",1
"2146","feminism",1
"2147","feminization",1
"2148","feminizationofagriculture",1
"2149","fertiliser",1
"2150","fertilizationregimescamelliasinensis",1
"2151","fertilizerapplications",1
"2152","fertilizerconsumption",1
"2153","ficushispida",1
"2154","ficuspalmata",1
"2155","ficussemicordata",1
"2156","field",1
"2157","fieldoperation",1
"2158","filling",1
"2159","firmsize",1
"2160","fishculture",1
"2161","flavonoid",1
"2162","flavonoids",1
"2163","floatinggardens",1
"2164","floodplain",1
"2165","floristicdiversity",1
"2166","flow",1
"2167","flowerbuddifferentiation",1
"2168","flowering",1
"2169","floweringground-cover",1
"2170","flowvisualization",1
"2171","fluoride",1
"2172","fluorine",1
"2173","focusgroups",1
"2174","food-feed-bioenergy-cropresiduetradeoff",1
"2175","food-water-energynexus",1
"2176","foodaid",1
"2177","foodandlivelihoodsecurity",1
"2178","foodandnutritionalsecurity",1
"2179","foodcontamination",1
"2180","fooddistribution",1
"2181","foodfrequencymethod",1
"2182","foodgrainproduction",1
"2183","foodhandling",1
"2184","foodinsecurity",1
"2185","foodinspection",1
"2186","foodlaw",1
"2187","foodliteracy",1
"2188","foodpolicypapertypegeneralreview",1
"2189","foodprovisioning",1
"2190","foodretailing",1
"2191","foodsector",1
"2192","foodstorage",1
"2193","foodsubsidies",1
"2194","foodsufficiency",1
"2195","foodsupplychain",1
"2196","foodsystem",1
"2197","foodsystems",1
"2198","foodtechnology",1
"2199","foodtraceability",1
"2200","foodvaluechain",1
"2201","foodvulnerability",1
"2202","foragers",1
"2203","foragingactivity",1
"2204","foragingbehavior",1
"2205","foragingefficiency",1
"2206","foragingstrategy",1
