"","Combine","n"
"1211","molecularanalysis",2
"1212","molecularmarker",2
"1213","molecularmarkers",2
"1214","monitoring",2
"1215","monocotyledon",2
"1216","moraceae",2
"1217","moringaleafextract",2
"1218","moth",2
"1219","mountain",2
"1220","mountain-typeagritourism(mta)",2
"1221","mountainfarming",2
"1222","mulch",2
"1223","mulching",2
"1224","multifunctionality",2
"1225","multivariateanalysis",2
"1226","multivariateprobit",2
"1227","mungbean",2
"1228","musella",2
"1229","musellalasiocarpa",2
"1230","mustard",2
"1231","mutants",2
"1232","myanmars",2
"1233","myrica",2
"1234","n",2
"1235","naturalgas",2
"1236","neglectedandunderutilizedspecies",2
"1237","neimonggol",2
"1238","networkconnectivity",2
"1239","nichepartitioning",2
"1240","nigella",2
"1241","nilaparvatalugens",2
"1242","nitrate",2
"1243","nitrogencycling",2
"1244","nitrogenfertilizers",2
"1245","nitrospirae",2
"1246","nitrousoxide",2
"1247","non-timberforestproducts",2
"1248","nongovernmentalorganization",2
"1249","northwestchina",2
"1250","northwesternchina",2
"1251","ntfpdomestication",2
"1252","ntfppolicy",2
"1253","nuclearpower",2
"1254","nutrientloss",2
"1255","nutrientuptake",2
"1256","nutritionalrequirement",2
"1257","oak",2
"1258","oilseed",2
"1259","oilseeds",2
"1260","on-farmreservoir",2
"1261","organicmanure",2
"1262","organochlorinepesticides",2
"1263","oryzarufipogon",2
"1264","outputenergy",2
"1265","paddyfarming",2
"1266","paleodiet",2
"1267","palsar-2",2
"1268","panicum",2
"1269","panicummiliaceum",2
"1270","paradigmshift",2
"1271","parasitoids",2
"1272","paris",2
"1273","parispolyphylla",2
"1274","participatoryapproaches",2
"1275","participatoryresearch",2
"1276","participatoryruralappraisal",2
"1277","particulateorganiccarbon",2
"1278","pasture",2
"1279","paybackperiod",2
"1280","perennialplant",2
"1281","performanceassessment",2
"1282","persistence",2
"1283","pesticide",2
"1284","pesticides",2
"1285","pestspecies",2
"1286","phaseolus(angiosperm)",2
"1287","phaseolusvulgaris",2
"1288","phenolicacids",2
"1289","physicochemicalproperty",2
"1290","physiological",2
"1291","phytomass",2
"1292","phytotherapy",2
"1293","pig",2
"1294","piperbetel",2
"1295","plant-pollinatorinteraction",2
"1296","plantheight",2
"1297","plantingpatterns",2
"1298","plantprotection",2
"1299","plantseed",2
"1300","plantspecies",2
"1301","plateau",2
"1302","policydevelopment",2
"1303","politicalgeography",2
"1304","pollination",2
"1305","pollutioncontrol",2
"1306","polyculture",2
"1307","populationdecline",2
"1308","populationdensity",2
"1309","populationdistribution",2
"1310","populationstatus",2
"1311","potyvirus",2
"1312","practiceguideline",2
"1313","precipitationintensity",2
"1314","predation",2
"1315","predatorybehavior",2
"1316","preschool",2
"1317","preschoolchild",2
"1318","privatization",2
"1319","profit",2
"1320","projectmanagement",2
"1321","protectedarea",2
"1322","psb",2
"1323","publicattitude",2
"1324","pyriculariagrisea",2
"1325","pyrus",2
"1326","quality",2
"1327","rainfedecosystem",2
"1328","rainwaterharvesting",2
"1329","rangeland",2
"1330","recreation",2
"1331","recreationalactivity",2
"1332","redcragvillage",2
"1333","reducedtillage",2
"1334","reforestation",2
"1335","regenerationstatus",2
"1336","regimeshift",2
"1337","relativeabundance",2
"1338","relativewatercontent",2
"1339","reorganizationactions",2
"1340","research",2
"1341","researchanddevelopment",2
"1342","residentpopulation",2
"1343","resourceconservation",2
"1344","resourceuseefficiency",2
"1345","restoration",2
"1346","restorationecology",2
"1347","rice-wheatsystem",2
"1348","ricebean",2
"1349","ricefarming",2
"1350","ricelandraces",2
"1351","riceterraces",2
"1352","rna",2
"1353","rodentia",2
"1354","root-shootratio",2
"1355","rosaroxbunghii",2
"1356","rothc",2
"1357","rubberplantation",2
"1358","run-off",2
"1359","rural-urbancomparison",2
"1360","ruralindia",2
"1361","ruralplanning",2
"1362","ruralpolicy",2
"1363","ruralvitalization",2
"1364","sacredforests",2
"1365","sampling",2
"1366","sandysoils",2
"1367","scenarioanalysis",2
"1368","sealevel",2
"1369","secondaryforest",2
"1370","seedlingestablishment",2
"1371","seedmanagement",2
"1372","seedquality",2
"1373","semiarid",2
"1374","semistructuredinterview",2
"1375","sensitivityanalysis",2
"1376","sentinel-1",2
"1377","sequenceanalysis",2
"1378","sequestration",2
"1379","sesamumindicum",2
"1380","sesbania",2
"1381","sewage",2
"1382","sexpheromone",2
"1383","shiftingagriculture",2
"1384","simulation",2
"1385","singlenucleotide",2
"1386","singlenucleotidepolymorphism",2
"1387","slope",2
"1388","slopingfarmland",2
"1389","small-scalefarmers",2
"1390","social-ecologicalresilience",2
"1391","socialaspect",2
"1392","socialdevelopment",2
"1393","socialenvironment",2
"1394","socialexclusion",2
"1395","socialstatus",2
"1396","societiesandinstitutions",2
"1397","society",2
"1398","socio-economicconditions",2
"1399","socioeconomicdevelopment",2
"1400","software",2
"1401","sogatellafurcifera",2
"1402","soilaggregate",2
"1403","soilamendment",2
"1404","soilanalysis",2
"1405","soilandwaterconservation",2
"1406","soilcarbonsequestration",2
"1407","soilecosystem",2
"1408","soilfauna",2
"1409","soilmechanics",2
"1410","soilmicrobiology",2
"1411","soilmicroorganism",2
"1412","soilproductivity",2
"1413","soilsurveys",2
"1414","soiltexture",2
"1415","sordariales",2
"1416","southwestchina",2
"1417","southwesternchina",2
"1418","soybeanbasedcroppingsystem",2
"1419","spatialanalysis",2
"1420","spatialplanning",2
"1421","speciesoccurrence",2
"1422","spinach",2
"1423","ssrmarkers",2
"1424","stability",2
"1425","stableisotopes",2
"1426","statisticsandnumericaldata",2
"1427","straw",2
"1428","strawmanagement",2
"1429","strawmulch",2
"1430","striptillage",2
"1431","sub-saharanafrica",2
"1432","subsistence",2
"1433","subtropicalregion",2
"1434","sugarcane",2
"1435","supervisionofagriculturalchemicalinputs",2
"1436","supplychains",2
"1437","supplychainvisibility",2
"1438","sustainabilityindicators",2
"1439","sustainable",2
"1440","sustainableperformance",2
"1441","sweetpotato",2
"1442","swertiachirayita",2
"1443","swiddenagriculture",2
"1444","systematicreview",2
"1445","targetrecognition",2
"1446","taxonomy",2
"1447","technologicalchange",2
"1448","technology",2
"1449","tectonagrandis",2
"1450","temperature",2
"1451","terrace",2
"1452","texusbaccata",2
"1453","theoretical",2
"1454","theoreticalmodel",2
"1455","theoryofplannedbehavior",2
"1456","thinness",2
"1457","thymoquinone",2
"1458","tibetan",2
"1459","tiller",2
"1460","tinni",2
"1461","topsoil",2
"1462","tourismeconomics",2
"1463","toxicity",2
"1464","trade-off",2
"1465","traditionalfarming",2
"1466","traditionalfarmingsystems",2
"1467","traditionalhealer",2
"1468","traditionalvariety",2
"1469","transitionpressure",2
"1470","translocation",2
"1471","transplantation",2
"1472","trees",2
"1473","tripura",2
"1474","turkey",2
"1475","uncertaintyanalysis",2
"1476","underweight",2
"1477","upland",2
"1478","uplandcropping",2
"1479","urbangrowth",2
"1480","urbansprawl",2
"1481","uttarpradesh",2
"1482","valuechain",2
"1483","varietaldiversity",2
"1484","vegetableoil",2
"1485","veryelderly",2
"1486","vietnam",2
"1487","vigna",2
"1488","vignaradiata",2
"1489","vignaunguiculata",2
"1490","vine",2
"1491","virtualwater",2
"1492","vulnerabilityassessment",2
"1493","vulnerabilityindex",2
"1494","waterfootprint",2
"1495","watermanagement",2
"1496","waterresources",2
"1497","waterstorage",2
"1498","weedy",2
"1499","weighingmethod",2
"1500","westernhimalaya",2
"1501","wetland",2
"1502","wheatfarming",2
"1503","wheatyield",2
"1504","wild",2
"1505","wilddiversity",2
"1506","wildrelatives",2
"1507","wildrelativesofcultivatedspecies",2
"1508","wingedbean",2
"1509","women'sempowerment",2
"1510","xitagrapevalley",2
"1511","xizang",2
"1512","yak",2
"1513","yam",2
"1514","yangtzebasin",2
"1515","yieldgaps",2
"1516","yunnanprovince",2
"1517","zhejiang",2
"1518","ziziphus",2
"1519","'goldenrice'",1
"1520","""add-value""interventionstobiodiversity",1
"1521","10epigammaeudesmol",1
"1522","15nisotopedilution",1
"1523","16srrnagenesequence",1
"1524","2",1
"1525","2(methylthio)benzothiazole",1
"1526","3hexenylacetate",1
"1527","3hexenylisovalerate",1
"1528","3m",1
"1529","3nonanol",1
"1530","3octanone",1
"1531","4benzoxazin3one",1
"1532","4dihydroxy7methoxy1",1
"1533","4mentha6",1
"1534","6methoxy2benzoxazolinone",1
"1535","8(9)dien2ylacetate",1
"1536","a.cristatum2pchromosometranslocationlines",1
"1537","abioticandbioticstress",1
"1538","abioticfactor",1
"1539","abioticstresses",1
"1540","abscisicacid",1
"1541","absorption",1
"1542","acacia",1
"1543","acc-deaminasebiotechnology",1
"1544","acclimatization",1
"1545","accumulation",1
"1546","aceticacid",1
"1547","acidobacteria",1
"1548","acidsoils",1
"1549","actionresearch",1
"1550","activitiesofdailyliving",1
"1551","actors",1
"1552","adaptationstrategies",1
"1553","adaptationstrategy",1
"1554","adaptivestrategies",1
"1555","adaptivestrategy",1
"1556","adaptivetransitionmanagement",1
"1557","addednitrogeninteraction",1
"1558","adolescent",1
"1559","adolescentgirls",1
"1560","adoptionandimpact",1
"1561","adoptionbehavior",1
"1562","adoptionstudy",1
"1563","advertising",1
"1564","advisoryservices",1
"1565","aerialphotography",1
"1566","aerialphotointerpretation",1
"1567","aerobiccomposting",1
"1568","agaricales",1
"1569","agdp",1
"1570","agedistribution",1
"1571","ageratinaadenophora",1
"1572","agevariation",1
"1573","agglomeration",1
"1574","aggregateassociatedcarbon",1
"1575","aggregateassociatedcarbons",1
"1576","aggregates",1
"1577","agingpopulation",1
"1578","agrariancrisis",1
"1579","agrariantransition",1
"1580","agri-foodknowledge",1
"1581","agri-foodsupplychains",1
"1582","agri-foodsystems",1
"1583","agribusinesscashcropping",1
"1584","agribusinessfirms",1
"1585","agribusinessmodel",1
"1586","agribusinessperformance",1
"1587","agricides",1
"1588","agriculturalapplication",1
"1589","agriculturalareas",1
"1590","agriculturalbigdata",1
"1591","agriculturalcarbonreduction",1
"1592","agriculturalchemicals",1
"1593","agriculturalco-operatives",1
"1594","agriculturalcommercialization",1
"1595","agriculturalcommunities",1
"1596","agriculturalcooperative",1
"1597","agriculturaldemonstration",1
"1598","agriculturalecologicalenvironment",1
"1599","agriculturalefficiency",1
"1600","agriculturalemission",1
"1601","agriculturalengineering",1
"1602","agriculturalenvironment",1
"1603","agriculturalenvironments",1
"1604","agriculturalextensionservices",1
"1605","agriculturalfinance",1
"1606","agriculturalgrowths",1
"1607","agriculturalheritage",1
"1608","agriculturalheritages",1
"1609","agriculturalheritagesystems",1
"1610","agriculturalheritagesystemstourism",1
"1611","agriculturalindustrializations",1
"1612","agriculturalinformation",1
"1613","agriculturalinformationperception",1
"1614","agriculturalinformations",1
"1615","agriculturalinitiatives",1
"1616","agriculturalinnovations",1
"1617","agriculturalinvestments",1
"1618","agriculturalirrigation",1
"1619","agriculturallandscapepatterns",1
"1620","agriculturallanduseintensity",1
"1621","agriculturalmarketing",1
"1622","agriculturalmechanization",1
"1623","agriculturalmulti-function",1
"1624","agriculturalnon-pointsourcepollutions",1
"1625","agriculturaloutlook",1
"1626","agriculturalpattern",1
"1627","agriculturalperformance",1
"1628","agriculturalpolicytool",1
"1629","agriculturalpollution",1
"1630","agriculturalprocedures",1
"1631","agriculturalproductiondiversity",1
"1632","agriculturalproductslogistics",1
"1633","agriculturalresearchoutput",1
"1634","agriculturalrobots",1
"1635","agriculturalrunoff",1
"1636","agriculturalsector",1
"1637","agriculturalspecies",1
"1638","agriculturalsupplychains",1
"1639","agriculturalsustainabilityindevelopingcountries",1
"1640","agriculturalsustainabledevelopment",1
"1641","agriculturalsystems",1
"1642","agriculturaltechnologies",1
"1643","agriculturaltransitions",1
"1644","agriculturalyields",1
"1645","agriculturalzones",1
"1646","agriculturebiodiversity",1
"1647","agricultureentrepreneurship",1
"1648","agriculturegreendevelopment",1
"1649","agriculturehistory",1
"1650","agriculturemonitoring",1
"1651","agricultureofchina",1
"1652","agricultureplanning",1
"1653","agriculturesectors",1
"1654","agriculturesupplychain",1
"1655","agrifoodchain",1
"1656","agrifoodgovernance",1
"1657","agrifoodsystemtransformation",1
"1658","agrihorticulturesystems",1
"1659","agripreneurship",1
"1660","agro-biodiversityassessment",1
"1661","agro-ecosystemproductivity",1
"1662","agro-ecozones",1
"1663","agro-foodpolicy",1
"1664","agro-forests",1
"1665","agro-morphologicaldiversity",1
"1666","agro-morphologicalvariation",1
"1667","agro-morpologicaldiversity",1
"1668","agro-pastoralism",1
"1669","agro-physiologicaltraits",1
"1670","agro-practice",1
"1671","agro-taobaovillages",1
"1672","agrobiodiversitymanagement",1
"1673","agrochemical",1
"1674","agroecologicallandscapes",1
"1675","agroecosystemplanning",1
"1676","agroecosystemresilience",1
"1677","agroecosystemtypes",1
"1678","agroforestries",1
"1679","agroforestry'simpact",1
"1680","agroforestryadoption",1
"1681","agroforestryresearch",1
"1682","agroforestrysystems",1
"1683","agroforesty",1
"1684","agrometeorology",1
"1685","agronomiceffect",1
"1686","agronomicinnovations",1
"1687","agronomictraits",1
"1688","agronomictraits.arrangethemalphabetically",1
"1689","agrotourism",1
"1690","ahp",1
"1691","aiddependency",1
"1692","aidpolicy",1
"1693","airquality",1
"1694","akebiatrifoliata",1
"1695","akha",1
"1696","albrectdanielthaer",1
"1697","alcohols",1
"1698","alder-uplandrice",1
"1699","algorithm",1
"1700","algorithms",1
"1701","alleles",1
"1702","allium",1
"1703","alliumsativum",1
"1704","alliumtuberosuml",1
"1705","allometry",1
"1706","alnusnepalensis",1
"1707","alopecuruspratensis",1
"1708","alphacadinol",1
"1709","alphaeudesmol",1
"1710","alpineenvironment",1
"1711","alpinemeadow",1
"1712","altai",1
"1713","altaimountains",1
"1714","alternariabrassicicola",1
"1715","alternateland-usesystems",1
"1716","alternatingoptimizations",1
"1717","alternatingstress",1
"1718","alternativefoodresources",1
"1719","altitudinalgradients",1
"1720","amaranthus",1
"1721","amaranthuscaudatus",1
"1722","amfungi",1
"1723","amorphophallusbulbifer",1
"1724","amrascadevastansdist.",1
"1725","anacardiumoccidentale",1
"1726","analysisofcovariance",1
"1727","analysisofvariance(anova)",1
"1728","analyticalframework",1
"1729","ancient",1
"1730","ancientagriculture",1
"1731","andes",1
"1732","andforestpolicies",1
"1733","androidapplets",1
"1734","androidstudio",1
"1735","animalcare",1
"1736","animalhealth",1
"1737","animalhusbandrypractices",1
"1738","animalprotein",1
"1739","animaluse",1
"1740","annualyield",1
"1741","antagonisticactivity",1
"1742","antecedentconditions",1
"1743","anthracnose",1
"1744","anthropobiome",1
"1745","anthropogenicactivity",1
"1746","anthropometry",1
"1747","anti-bacterialagents",1
"1748","anti-oxidantactivities",1
"1749","antibioticagent",1
"1750","antibioticresistance",1
"1751","antifungalactivity",1
"1752","antiinfectiveagent",1
"1753","antinutritionalfactors",1
"1754","antioxidantactivity",1
"1755","aonagatribe",1
"1756","apexpredatorsagro-ecosystemsbhutancarnivoreconservationpredatorguildtrophiccascade",1
"1757","aphididae",1
"1758","aphisgossypii",1
"1759","apidae",1
"1760","apinae",1
"1761","apisdorsata",1
"1762","apisflorea",1
"1763","apong",1
"1764","apples",1
"1765","applets",1
"1766","applicationoffertilizers",1
"1767","applicationrates",1
"1768","appliedgenomics",1
"1769","apusapus",1
"1770","aquacultureindustry",1
"1771","aquaculturesystem",1
"1772","aquaticagriculturalsystems",1
"1773","aquaticecosystem",1
"1774","aquifers",1
"1775","arablefarming",1
"1776","arablelandscapesystemclassification",1
"1777","arachis",1
"1778","arachishypogaea",1
"1779","arachishypogea",1
"1780","araneae",1
"1781","arboriculture",1
"1782","arbuscularmycorrhiza",1
"1783","arbuscularmycorrhizalfungi",1
"1784","arcgissoftwares",1
"1785","archaeorrhyncha",1
"1786","arches",1
"1787","arecacatechu",1
"1788","arecanut",1
"1789","aridagriculture",1
"1790","aridecosystems",1
"1791","aridregion",1
"1792","aridzone",1
"1793","aroma",1
"1794","arsenic-richgroundwater",1
"1795","arsenicmitigationinterventions",1
"1796","arsenicpoisoning",1
"1797","arthropoda",1
"1798","artisanfarmers",1
"1799","artocarpusheterophyllus",1
"1800","arundinaria",1
"1801","arundinariaintermedia",1
"1802","ascogasterquadridentata",1
"1803","ash",1
"1804","asia-pacificregion",1
"1805","asian",1
"1806","asiancontinentalancestrygroup",1
"1807","asianelephant",1
"1808","asianldcs",1
"1809","asianmonsoon",1
"1810","asparagus",1
"1811","assemblyrule",1
"1812","assessment",1
"1813","assessmentindexsystem",1
"1814","aster",1
"1815","atmosphericnitrogen",1
"1816","attitudinalsurvey",1
"1817","auricularia",1
"1818","autochthonouslandraces",1
"1819","automaticclassification",1
"1820","automation",1
"1821","autumn",1
"1822","avenaludoviciana",1
"1823","baccaurearamiflora",1
"1824","bacterial",1
"1825","bacterialcommunitycomposition",1
"1826","bacterialgene",1
"1827","bacterialmicrobiome",1
"1828","bacterialstrain",1
"1829","bacteriology",1
"1830","bacteroidetes",1
"1831","badh2",1
"1832","bag-of-words",1
"1833","bagmati",1
"1834","bagofwords",1
"1835","bakanaedisease",1
"1836","bakeryproduct",1
"1837","bakingquality",1
"1838","balanceofsystems",1
"1839","balkanpeninsula",1
"1840","bamboofloweringandrat-famine",1
"1841","bambooforests",1
"1842","banana",1
"1843","bandicotabengalensis",1
"1844","barakvalley",1
"1845","barcoding",1
"1846","bargainingpower",1
"1847","baris",1
"1848","barnyardmilletcoregermplasm",1
"1849","basalarea",1
"1850","basmati",1
"1851","bayesiananalysis",1
"1852","bayesianapproach",1
"1853","beecliffs",1
"1854","beeswax",1
"1855","beliefs",1
"1856","beltandroadinitiative",1
"1857","benefit",1
"1858","benefit-costanalysis",1
"1859","benefit–costratio",1
"1860","benefitsharing",1
"1861","benzothiazole",1
"1862","benzothiazolederivative",1
"1863","berberidaceae",1
"1864","berberislycium",1
"1865","bestmanagementpractice(bmps)",1
"1866","betaeudesmol",1
"1867","betafarnesene",1
"1868","betapinene",1
"1869","betavulgarissubsp.vulgaris",1
"1870","beverage",1
"1871","bibliometricanalysis",1
"1872","bigdataapplications",1
"1873","bijie",1
"1874","bijieprefecture",1
"1875","bilinearinterpolationmethod",1
"1876","binarysequences",1
"1877","bio-composting",1
"1878","bio-energy",1
"1879","bioactivecompounds",1
"1880","bioavailability",1
"1881","biocharcompoundfertilizer",1
"1882","biochars",1
"1883","biocide",1
"1884","biocides",1
"1885","biocontrolagent",1
"1886","biocontrolagents",1
"1887","bioculturaldiversity",1
"1888","biodegradation",1
"1889","biodiversitydeployment",1
"1890","biodiversityloss",1
"1891","bioeconomicmodelling",1
"1892","biofuel",1
"1893","biogasagriculture",1
"1894","biogasenergy",1
"1895","biogasfertilizer",1
"1896","biogasproduction",1
"1897","biogeochemistry",1
"1898","biogeographicalzones",1
"1899","biogeographicregions",1
"1900","biogeography",1
"1901","biologicalcharacteristics",1
"1902","biologicaldiversity",1
"1903","biologicalevolution",1
"1904","biologicalinvasion",1
"1905","biologicalpestcontrol",1
"1906","biologicalsurvey",1
"1907","biology",1
"1908","biomassproductions",1
"1909","biopesticides",1
"1910","biophysicalmodel",1
"1911","biophysics",1
"1912","bioreactors",1
"1913","biospherereserve",1
"1914","biospherics",1
"1915","biosynthesis",1
"1916","biotechnologyr&dinvestment",1
"1917","bioticandabioticstress",1
"1918","biplot",1
"1919","bird",1
"1920","bisabolol",1
"1921","biscuit",1
"1922","bivariateprobit",1
"1923","blood",1
"1924","bloodsampling",1
"1925","bodymass",1
"1926","bodymassindex",1
"1927","bodyregions",1
"1928","bokchoy",1
"1929","bombycidae",1
"1930","bombyx",1
"1931","bombyxmandarina",1
"1932","bombyxmori",1
"1933","boomcrops",1
"1934","bootstrap-malmquist",1
"1935","bootstrapping",1
"1936","borders",1
"1937","botrytisfabae",1
"1938","bottleneck",1
"1939","bourbonene",1
"1940","bovinae",1
"1941","bovine",1
"1942","braconidae",1
"1943","brandmanagement",1
"1944","brassicanapusvar.napus",1
"1945","brassicaoleracea",1
"1946","brassicaoleraceavar.capitata",1
"1947","brassicaoleraceavar.italica",1
"1948","brassicarapasubsp.chinensis",1
"1949","brassicarapasubsp.pekinensis",1
"1950","brazil",1
"1951","bread",1
"1952","breederseed",1
"1953","breedingoperations",1
"1954","breedingtechnology",1
"1955","brinjal",1
"1956","bronzeage",1
"1957","broomgrass",1
"1958","brugchu",1
"1959","bryophyta",1
"1960","buckwheat",1
"1961","bufferzone",1
"1962","building",1
"1963","buildingresilience",1
"1964","businessmodel",1
"1965","businessobstacles",1
"1966","businessperformance",1
"1967","buxa",1
"1968","c(programminglanguage)",1
"1969","calf(mammal)",1
"1970","calibration",1
"1971","calorificdeficiency",1
"1972","calthapalustris",1
"1973","cambodia",1
"1974","camelliasinensis",1
"1975","camelliasinensis.",1
"1976","camphene",1
"1977","canalratio",1
"1978","canopymicroclimate",1
"1979","capacity-building",1
"1980","capital",1
"1981","capital-labordualintensifying",1
"1982","capitalassets",1
"1983","capsicumannuum",1
"1984","caragana",1
"1985","carbohydrate",1
"1986","carbohydrateanalysis",1
"1987","carbonandnitrogen",1
"1988","carbondioxidetrappingagent",1
"1989","carbonequivalentemission",1
"1990","carbonflux",1
"1991","carbonretentionefficiency",1
"1992","carbonsequestrationpotential",1
"1993","carbonsource",1
"1994","carbontrading",1
"1995","cardamine",1
"1996","cardaminemacrophylla",1
"1997","carex",1
"1998","carlsprengel",1
"1999","carminative",1
"2000","carthamuslanatus",1
"2001","carthamusoxyacanthus",1
"2002","carveol",1
"2003","carvone",1
"2004","caryophyllene",1
"2005","caryophylleneoxide",1
"2006","caryopterisdivaricata",1
"2007","casestudy",1
"2008","casestudymethodology",1
"2009","castanea",1
"2010","castration",1
"2011","catalysis",1
"2012","cattlefarming",1
"2013","cd",1
"2014","celastrus",1
"2015","celastrusorbiculatus",1
"2016","centersoforigin",1
"2017","centralamerica",1
"2018","centralasia",1
"2019","centraleurope",1
"2020","centralgovernment",1
"2021","centralhimalayas",1
"2022","centralindia",1
"2023","centralnepal",1
"2024","cervusunicolor",1
"2025","cgrfa",1
"2026","challenges",1
"2027","changemanagement",1
"2028","changinggenderrolesandrelations",1
"2029","changingtrend",1
"2030","characterisation",1
"2031","characterization",1
"2032","charcoal",1
"2033","chayotesquash",1
"2034","chemicalcharacteristic",1
"2035","chemicalcomposition",1
"2036","chemicalcompound",1
"2037","chemicalcontamination",1
"2038","chemicalfertilizers",1
"2039","chemicalparameters",1
"2040","chemoarrays",1
"2041","chengdueconomicregionoryzasativa",1
"2042","chenopodiumalbum",1
"2043","cherry",1
"2044","chillconservation",1
"2045","china.",1
"2046","chinaagriculturalmonitoringandearly-warningsystem(cames)",1
"2047","chinas",1
"2048","chinese",1
"2049","chinesechives",1
"2050","chineseecologicalagriculture",1
"2051","chinesefir",1
"2052","chinesemilkvetch(astragalussinicus)",1
"2053","chloroplastgenome",1
"2054","chocolatespotdisease",1
"2055","choicebehavior",1
"2056","choiceexperiments",1
"2057","chromosomenumber",1
"2058","chronicdisease",1
"2059","chronologicalperiods",1
"2060","cicermicrophyllum",1
"2061","cineole",1
"2062","cinnamomum",1
"2063","citespace",1
"2064","citronellol",1
"2065","citrus",1
"2066","citrusjambhiri",1
"2067","citrusmaxima",1
"2068","citrusreticulata",1
"2069","city",1
"2070","civilsocietyorganization",1
"2071","claraanddbscan",1
"2072","classificationsystem",1
"2073","cleanerproductionofagriculture",1
"2074","cleistogenessongorica'tenggeli'",1
"2075","clientorientedbreeding(cob)",1
"2076","climate-changehazards",1
"2077","climatechangeeffects",1
"2078","climatechangerainfedagricultureadaptationresilienceclimatesmartagriculture",1
"2079","climatecondition",1
"2080","climatemodels",1
"2081","climateresilientagriculture",1
"2082","climatevulnerability",1
"2083","climaticchange",1
"2084","climaticcharacteristicsdifference",1
"2085","climaticfluctuations",1
"2086","climaticimpact",1
"2087","climaticyield",1
"2088","cloning",1
"2089","cluster",1
"2090","clusterapproach",1
"2091","clustering",1
"2092","co-ops",1
"2093","co-resistance",1
"2094","coalitionmagnet",1
"2095","coastalzone",1
"2096","coefficients",1
"2097","coevolution",1
"2098","collectivespaces",1
"2099","colletotrichum",1
"2100","colocasiaesculenta",1
"2101","colonialburma",1
"2102","colonialism",1
"2103","colonization",1
"2104","combinationoffunctions",1
"2105","commercial",1
"2106","commercialactivity",1
"2107","commercialcultivation",1
"2108","commercialisation",1
"2109","commercialplantation",1
"2110","commercialspecies",1
"2111","commonbean",1
"2112","communication",1
"2113","community-basedagroforestrysystem",1
"2114","communitybasedseedproduction",1
"2115","communitybiodiversitymanagement",1
"2116","communityentrepneurship",1
"2117","communityfoodsecurity",1
"2118","communityforestry",1
"2119","communitymanagement",1
"2120","communitypartnership",1
"2121","communityresourcemanagement",1
"2122","communityseedsystems",1
"2123","communitysupportedagriculture",1
"2124","comparativeanalysis",1
"2125","comparativeeconomicanalysis",1
"2126","compatiblesolutes",1
"2127","compensation",1
"2128","competence",1
"2129","competition(economics)",1
"2130","competitioninteractions",1
"2131","competitiveability",1
"2132","competitiveness",1
"2133","competitivenessofagro-produce",1
"2134","complementarity",1
"2135","complexity",1
"2136","complexnetworks",1
"2137","compositeindicators",1
"2138","composttime",1
"2139","computervision",1
"2140","concentration",1
"2141","concentration(parameters)",1
"2142","concentration(process)",1
"2143","conceptualframeworks",1
"2144","connotationcharacteristics",1
"2145","consensus",1
"2146","conservationalagriculture",1
"2147","conservationandpromotion",1
"2148","conservationanduse",1
"2149","conservationbiologicalcontrol",1
"2150","conservationbiology",1
"2151","conservationmethods",1
"2152","conservationplans",1
"2153","conservationpolicy-peopleconflicts",1
"2154","conservationpractices",1
"2155","conservations",1
"2156","conservationstrategy",1
"2157","conservationtechnologies",1
"2158","consumer",1
"2159","consumer-orientedbreeding",1
"2160","consumer-orientedgermplasmconservation",1
"2161","consumer’sexpenditure",1
"2162","consumerbehavior",1
"2163","consumerbehaviour",1
"2164","consumersegmentation",1
"2165","consumervalue",1
"2166","consumption",1
"2167","consumptionandcommerce",1
"2168","consumptionutility",1
"2169","contaminatedgroundwater",1
"2170","contaminatedland",1
"2171","contamination",1
"2172","contemporaryagriculture",1
"2173","content-basedapproach",1
"2174","contingencyplans",1
"2175","contingentvaluationmethod",1
"2176","contingentvaluationmethods",1
"2177","contourhedgerowintercropping",1
"2178","contractfarming",1
"2179","controlled",1
"2180","controlledatmospherestorage",1
"2181","controlledirrigations",1
"2182","controlofnon-pointsourcespollution",1
"2183","conuco",1
"2184","conventionalmethods",1
"2185","conventionalsystems",1
"2186","conventionaltillage",1
"2187","conventiononbiologicaldiversity",1
"2188","convolution",1
"2189","convolutionneuralnetwork",1
"2190","convolvulus",1
"2191","cooperation",1
"2192","cooperativemembership",1
"2193","cooperatives",1
"2194","copingstrategies",1
"2195","coriandrumsativum",1
"2196","cornmintoil",1
"2197","corporatesocialresponsibility",1
"2198","correlationanalysis",1
"2199","cost",1
"2200","cost-effectiveness",1
"2201","cost:benefitanalysis",1
"2202","costaccounting",1
"2203","costanalysis",1
"2204","costreduction",1
"2205","countdataanalysis",1
"2206","coupledhumanandnaturalsystems",1
"2207","cousinia",1
"2208","coverandmanagementfactor",1
"2209","cow",1
"2210","cowpea",1
"2211","crataegus",1
"2212","creditaccessibility",1
"2213","creditconstraints",1
"2214","creditdistribution",1
"2215","crispr-cassystems",1
"2216","crisprcassystem",1
"2217","criticalsystemsoflearningcompetence",1
"2218","crop-livestock-agroforestry",1
"2219","cropbiodiversity",1
"2220","cropdiversityandproductivity",1
"2221","cropgeneticdiversity",1
"2222","cropgrowthrate",1
"2223","cropimprovementprogram",1
"2224","cropintensification",1
"2225","croplandexpansion",1
"2226","croplandproductionsystem",1
"2227","cropmanagements",1
"2228","cropphysiology",1
"2229","croppingfrequency",1
"2230","croppingpatterns",1
