"","Year","Combine","n"
"1499","2009","cropimprovement",1
"1500","2009","cropproductivity",1
"1501","2009","cropresidue",1
"1502","2009","croprotation",1
"1503","2009","daka",1
"1504","2009","dataacquisition",1
"1505","2009","developingcountries",1
"1506","2009","developingcountry",1
"1507","2009","developingworld",1
"1508","2009","diversity",1
"1509","2009","ecologicalimpact",1
"1510","2009","ecology",1
"1511","2009","economicaspect",1
"1512","2009","economicdevelopment",1
"1513","2009","economics",1
"1514","2009","ecosystemfunction",1
"1515","2009","efficiencymeasurement",1
"1516","2009","employment",1
"1517","2009","endangeredspecies",1
"1518","2009","energy",1
"1519","2009","environmentalconditions",1
"1520","2009","environmentalconstraint",1
"1521","2009","environmentaleffects",1
"1522","2009","ethnicminority",1
"1523","2009","experimentalstudy",1
"1524","2009","extraction",1
"1525","2009","fabaceae",1
"1526","2009","farmcrops",1
"1527","2009","farmer'sdecisionmaking",1
"1528","2009","fertilizerapplication",1
"1529","2009","forestresource",1
"1530","2009","forestrytechnologies",1
"1531","2009","forests",1
"1532","2009","functionandsustainablelivelihood",1
"1533","2009","gardenpea",1
"1534","2009","genderissue",1
"1535","2009","geneticdiversity",1
"1536","2009","geneticengineering",1
"1537","2009","geneticerosion",1
"1538","2009","geneticmarker",1
"1539","2009","geneticresource",1
"1540","2009","geneticresourcespolicy",1
"1541","2009","geneticvariation",1
"1542","2009","grain(agriculturalproduct)",1
"1543","2009","greenhousegas",1
"1544","2009","grpi",1
"1545","2009","handweeding",1
"1546","2009","herb",1
"1547","2009","himalaya",1
"1548","2009","himalayas",1
"1549","2009","homegardens",1
"1550","2009","hordeum",1
"1551","2009","household",1
"1552","2009","householdfoodsecurity",1
"1553","2009","householdincome",1
"1554","2009","householdsurvey",1
"1555","2009","human",1
"1556","2009","humanexperiment",1
"1557","2009","income",1
"1558","2009","input-outputanalysis",1
"1559","2009","integratedapproach",1
"1560","2009","integratedfarmingsystem",1
"1561","2009","integration",1
"1562","2009","intensiveagriculture",1
"1563","2009","intensivedataplots",1
"1564","2009","interview",1
"1565","2009","irrigationintervention",1
"1566","2009","iucnredlistedspecies",1
"1567","2009","laborproductivity",1
"1568","2009","labourinputs",1
"1569","2009","labourproductivity",1
"1570","2009","land-usestrategy",1
"1571","2009","landdegradation",1
"1572","2009","landdegradations",1
"1573","2009","landforms",1
"1574","2009","landuseplanning",1
"1575","2009","livelihood",1
"1576","2009","livelihoodsecurity",1
"1577","2009","localpeoples",1
"1578","2009","management",1
"1579","2009","melilotus",1
"1580","2009","melilotusindica",1
"1581","2009","methodology",1
"1582","2009","mining",1
"1583","2009","mizo",1
"1584","2009","mulch",1
"1585","2009","nationalpark",1
"1586","2009","nitrogen",1
"1587","2009","nitrogenfertilizers",1
"1588","2009","northwestfrontier",1
"1589","2009","nutrientavailability",1
"1590","2009","nutrientdynamics",1
"1591","2009","nutrition",1
"1592","2009","observation",1
"1593","2009","on-farmconservation",1
"1594","2009","oryza",1
"1595","2009","oryzasativa",1
"1596","2009","pakistan",1
"1597","2009","participatoryapproach",1
"1598","2009","participatoryplantbreeding(ppb)",1
"1599","2009","participatoryprocesses",1
"1600","2009","phytosociology",1
"1601","2009","pisumsativum",1
"1602","2009","plant",1
"1603","2009","plantationforestry",1
"1604","2009","plantbreeding",1
"1605","2009","plantdisease",1
"1606","2009","plantdiseases",1
"1607","2009","plants(botany)",1
"1608","2009","policyapproach",1
"1609","2009","polygonum",1
"1610","2009","populationdensity",1
"1611","2009","populationgrowth",1
"1612","2009","populationpressures",1
"1613","2009","potato",1
"1614","2009","productivity",1
"1615","2009","projectmanagement",1
"1616","2009","questionnairesurvey",1
"1617","2009","reforestation",1
"1618","2009","researchanddevelopment",1
"1619","2009","researchprogram",1
"1620","2009","resourceinputs",1
"1621","2009","resourcemanagement",1
"1622","2009","resourceuse",1
"1623","2009","risk",1
"1624","2009","rotation",1
"1625","2009","rubber",1
"1626","2009","rubberpricefluctuations",1
"1627","2009","ruraleconomy",1
"1628","2009","rurallandscape",1
"1629","2009","saccharum",1
"1630","2009","sampling",1
"1631","2009","season",1
"1632","2009","seasons",1
"1633","2009","shrub",1
"1634","2009","smallholder",1
"1635","2009","smallholderlivelihoods",1
"1636","2009","smallholderrubberplantation",1
"1637","2009","socio-economicconstraint",1
"1638","2009","socioeconomicconditions",1
"1639","2009","socioeconomics",1
"1640","2009","soilcarbon",1
"1641","2009","soilfertility",1
"1642","2009","soilnitrogen",1
"1643","2009","soilorganicmatter",1
"1644","2009","soils",1
"1645","2009","solanumtuberosum",1
"1646","2009","southeastasia",1
"1647","2009","southwestchinas",1
"1648","2009","spatiotemporalanalysis",1
"1649","2009","speciesdiversity",1
"1650","2009","speciesrichnessandstemdensity",1
"1651","2009","stabilization",1
"1652","2009","stakeholder",1
"1653","2009","staleseedbed",1
"1654","2009","staterole",1
"1655","2009","straw",1
"1656","2009","structure",1
"1657","2009","sugarcane",1
"1658","2009","sustainabledevelopment",1
"1659","2009","technologicaldevelopment",1
"1660","2009","technologyadoption",1
"1661","2009","termsoftrade",1
"1662","2009","timber",1
"1663","2009","tobacco",1
"1664","2009","traditionallandusepractices",1
"1665","2009","traditionalvariety",1
"1666","2009","tree",1
"1667","2009","triticum",1
"1668","2009","tropicalforest",1
"1669","2009","uttarakhandhimalaya",1
"1670","2009","vegetation",1
"1671","2009","vignaradiata",1
"1672","2009","vignaradiatavar.radiata",1
"1673","2009","village",1
"1674","2009","weather",1
"1675","2009","womensstatus",1
"1676","2009","xizang",1
"1677","2010","",7
"1678","2010","china",6
"1679","2010","rice",5
"1680","2010","yunnan",5
"1681","2010","agrobiodiversity",4
"1682","2010","biodiversity",4
"1683","2010","cultivation",4
"1684","2010","agriculturalecosystem",3
"1685","2010","animalia",3
"1686","2010","oryzasativa",3
"1687","2010","agriculturaleconomics",2
"1688","2010","agrobiodiversityloss",2
"1689","2010","alternativeagriculture",2
"1690","2010","animals",2
"1691","2010","asparagusracemosus",2
"1692","2010","caprahircus",2
"1693","2010","chillinginjury",2
"1694","2010","cinnamomumtamala",2
"1695","2010","climatechange",2
"1696","2010","cost-benefitanalysis",2
"1697","2010","cropproduction",2
"1698","2010","crops",2
"1699","2010","cropyield",2
"1700","2010","cultivar",2
"1701","2010","culturalheritage",2
"1702","2010","easternnepal",2
"1703","2010","foodsecurity",2
"1704","2010","forestry",2
"1705","2010","geneticdiversity",2
"1706","2010","geneticvariation",2
"1707","2010","institutionalconstraints",2
"1708","2010","juglandaceae",2
"1709","2010","juglansregia",2
"1710","2010","juglanssigillata",2
"1711","2010","kinship",2
"1712","2010","landforms",2
"1713","2010","livelihoodvulnerability",2
"1714","2010","maize",2
"1715","2010","manipur",2
"1716","2010","manure",2
"1717","2010","nagaland",2
"1718","2010","ntfpdomestication",2
"1719","2010","ntfppolicy",2
"1720","2010","populationgenetics",2
"1721","2010","populationgrowth",2
"1722","2010","populationstructure",2
"1723","2010","potyvirus",2
"1724","2010","profitability",2
"1725","2010","shiftingcultivation",2
"1726","2010","southasia",2
"1727","2010","swertiachirayita",2
"1728","2010","texusbaccata",2
"1729","2010","xishuangbanna",2
"1730","2010","zeamays",2
"1731","2010","15nisotopedilution",1
"1732","2010","adaptability",1
"1733","2010","addednitrogeninteraction",1
"1734","2010","agricultural",1
"1735","2010","agriculturalmanagement",1
"1736","2010","agriculturalpractice",1
"1737","2010","agriculturalresearch",1
"1738","2010","agriculturaltechnology",1
"1739","2010","agriculturalworker",1
"1740","2010","agriculture",1
"1741","2010","agro-practice",1
"1742","2010","agrobiodiversityconservation",1
"1743","2010","agroecology",1
"1744","2010","agroecosystem",1
"1745","2010","alnus",1
"1746","2010","animalhusbandry",1
"1747","2010","anthropogeniceffect",1
"1748","2010","aonagatribe",1
"1749","2010","arableland",1
"1750","2010","arecacatechu",1
"1751","2010","arundinaria",1
"1752","2010","arundinariaintermedia",1
"1753","2010","asparagus",1
"1754","2010","assam",1
"1755","2010","bamboo",1
"1756","2010","baris",1
"1757","2010","bhutan",1
"1758","2010","biomass",1
"1759","2010","bos",1
"1760","2010","cinnamomum",1
"1761","2010","commercialization",1
"1762","2010","communitybasedseedproduction",1
"1763","2010","communityforestry",1
"1764","2010","conservation",1
"1765","2010","conservationalagriculture",1
"1766","2010","conservationgenetics",1
"1767","2010","conservationofnaturalresources",1
"1768","2010","contamination",1
"1769","2010","costbenefitanalysis",1
"1770","2010","costeffectiveness",1
"1771","2010","costs",1
"1772","2010","crop",1
"1773","2010","croppingpractice",1
"1774","2010","culturaltradition",1
"1775","2010","deciduoustree",1
"1776","2010","demand-sidemanagement",1
"1777","2010","developingcountries",1
"1778","2010","dilution",1
"1779","2010","domestic",1
"1780","2010","domestication",1
"1781","2010","doublecropping",1
"1782","2010","dulong",1
"1783","2010","dulongvalley",1
"1784","2010","echinochloacolona",1
"1785","2010","economics",1
"1786","2010","ecosystem",1
"1787","2010","ecosystems",1
"1788","2010","egg",1
"1789","2010","environmentalhealthandsafety",1
"1790","2010","environmentalimpact",1
"1791","2010","environmentalindex",1
"1792","2010","euryaleferox",1
"1793","2010","euryaleferoxsalisb",1
"1794","2010","farmyardmanure",1
"1795","2010","feeding",1
"1796","2010","fertilizer",1
"1797","2010","food",1
"1798","2010","foodindustry",1
"1799","2010","foodproduction",1
"1800","2010","foodproducts",1
"1801","2010","foodsafety",1
"1802","2010","foodsupply",1
"1803","2010","forestrypolicy",1
"1804","2010","foxnut",1
"1805","2010","futureprospect",1
"1806","2010","geneticanalysis",1
"1807","2010","genotype",1
"1808","2010","geographicaldistribution",1
"1809","2010","geranium",1
"1810","2010","germplasm",1
"1811","2010","gorgonnut",1
"1812","2010","grass",1
"1813","2010","grazing",1
"1814","2010","harvesting",1
"1815","2010","herbalstate",1
"1816","2010","heritageconservation",1
"1817","2010","humansettlement",1
"1818","2010","income",1
"1819","2010","incomedistribution",1
"1820","2010","india",1
"1821","2010","indigenouspopulation",1
"1822","2010","ingkhol",1
"1823","2010","integratedplantnutritionsystem",1
"1824","2010","integration",1
"1825","2010","intermedia",1
"1826","2010","internationalcooperation",1
"1827","2010","introducedspecies",1
"1828","2010","investment",1
"1829","2010","jhum",1
"1830","2010","juglans",1
"1831","2010","landraceenhancement",1
"1832","2010","landusechange",1
"1833","2010","livestock",1
"1834","2010","livestockfarming",1
"1835","2010","makhana",1
"1836","2010","maps",1
"1837","2010","market",1
"1838","2010","microgoats",1
"1839","2010","microlivestock",1
"1840","2010","microsatellites",1
"1841","2010","milk",1
"1842","2010","millet",1
"1843","2010","mizoram",1
"1844","2010","molecularanalysis",1
"1845","2010","mountainagriculture",1
"1846","2010","mungbean",1
"1847","2010","naturalresource",1
"1848","2010","nature-societyrelations",1
"1849","2010","natureconservation",1
"1850","2010","nepal",1
"1851","2010","nitrogenfertilizer",1
"1852","2010","nitrogenisotope",1
"1853","2010","nontimberforestproduct",1
"1854","2010","nutrientuptake",1
"1855","2010","on-farmconservation",1
"1856","2010","oryzasatival.",1
"1857","2010","parkiatimoriana",1
"1858","2010","participatoryplantbreeding",1
"1859","2010","particle-sizefractions",1
"1860","2010","phylogeneticanalysis",1
"1861","2010","phylogenetics",1
"1862","2010","piperbetel",1
"1863","2010","plantation",1
"1864","2010","policy",1
"1865","2010","potyviridae",1
"1866","2010","prchina",1
"1867","2010","prioritization",1
"1868","2010","priorityjournal",1
"1869","2010","public-privatesectorpartnerships",1
"1870","2010","quantitativeanalysis",1
"1871","2010","questionnairesurvey",1
"1872","2010","regressionanalysis",1
"1873","2010","review",1
"1874","2010","rice-maize",1
"1875","2010","rubber",1
"1876","2010","rubberplantation",1
"1877","2010","rubberplantations",1
"1878","2010","sampling",1
"1879","2010","securityofdata",1
"1880","2010","sensitivityanalysis",1
"1881","2010","sequence",1
"1882","2010","shgs",1
"1883","2010","site-specificnutrientmanagement",1
"1884","2010","slopinglandconversionprogram(slcp)",1
"1885","2010","smallholder",1
"1886","2010","socialwelfare",1
"1887","2010","societiesandinstitutions",1
"1888","2010","socioeconomy",1
"1889","2010","soilconservation",1
"1890","2010","soilenzymeactivities",1
"1891","2010","soilnitrogen",1
"1892","2010","soilnitrogenandphosphorus",1
"1893","2010","soilorganiccarbon",1
"1894","2010","soilremediation",1
"1895","2010","sorghum",1
"1896","2010","sorghummosaicvirus",1
"1897","2010","speciesinventory",1
"1898","2010","speciesrichness",1
"1899","2010","ssrs",1
"1900","2010","subsistenceagriculture",1
"1901","2010","sugarcane",1
"1902","2010","sugarcanemosaicvirus",1
"1903","2010","surveys",1
"1904","2010","sustainableproduction",1
"1905","2010","swertia",1
"1906","2010","swiddenagriculture",1
"1907","2010","technology",1
"1908","2010","terrain",1
"1909","2010","thangjing",1
"1910","2010","tibetan",1
"1911","2010","timber",1
"1912","2010","topographiceffect",1
"1913","2010","traditionalagriculture",1
"1914","2010","traditionalvariety",1
"1915","2010","transitionzone",1
"1916","2010","transplantation",1
"1917","2010","tripura",1
"1918","2010","uncertaintyanalysis",1
"1919","2010","uplandregion",1
"1920","2010","virus",1
"1921","2010","vulnerability",1
"1922","2010","walnuts",1
"1923","2010","waste",1
"1924","2010","water",1
"1925","2010","yieldgaps",1
"1926","2010","yieldpotential",1
"1927","2010","yieldresponse",1
"1928","2011","india",6
"1929","2011","china",5
"1930","2011","",4
"1931","2011","article",3
"1932","2011","bangladesh",3
"1933","2011","cropyield",3
"1934","2011","cultivation",3
"1935","2011","economics",3
"1936","2011","history",3
"1937","2011","horticulture",3
"1938","2011","rice",3
"1939","2011","sustainability",3
"1940","2011","agriculturalmanagement",2
"1941","2011","agriculturalpractice",2
"1942","2011","agriculturalpractices",2
"1943","2011","agriculturalproduction",2
"1944","2011","agrodiversity",2
"1945","2011","animalia",2
"1946","2011","animals",2
"1947","2011","apismellifera",2
"1948","2011","biodiversity",2
"1949","2011","bos",2
"1950","2011","brassica",2
"1951","2011","climatechange",2
"1952","2011","cohortanalysis",2
"1953","2011","cropproduction",2
"1954","2011","economicanalysis",2
"1955","2011","energy",2
"1956","2011","foodsecurity",2
"1957","2011","genetic",2
"1958","2011","geneticvariation",2
"1959","2011","ladakh",2
"1960","2011","myricaesculenta",2
"1961","2011","ndvi",2
"1962","2011","oryzasativa",2
"1963","2011","pastoralism",2
"1964","2011","pasture",2
"1965","2011","populationstructure",2
"1966","2011","rainfed",2
"1967","2011","seasonalvariation",2
"1968","2011","seedling",2
"1969","2011","selection",2
"1970","2011","socioeconomicconditions",2
"1971","2011","soilfertility",2
"1972","2011","speciesdiversity",2
"1973","2011","triticumaestivum",2
"1974","2011","'goldenrice'",1
"1975","2011","20thcentury",1
"1976","2011","21stcentury",1
"1977","2011","acacia",1
"1978","2011","adaptability",1
"1979","2011","agribusiness",1
"1980","2011","agriculturalcooperative",1
"1981","2011","agriculturalecosystem",1
"1982","2011","agriculturalintensification",1
"1983","2011","agriculturalland",1
"1984","2011","agriculturalwastes",1
"1985","2011","agriculture",1
"1986","2011","agrifoodgovernance",1
"1987","2011","agroecosystem",1
"1988","2011","agroecosystemresilience",1
"1989","2011","agroindustry",1
"1990","2011","agronomy",1
"1991","2011","analyticalframework",1
"1992","2011","animal",1
"1993","2011","annualyield",1
"1994","2011","apidae",1
"1995","2011","apoidea",1
"1996","2011","artocarpusheterophyllus",1
"1997","2011","asian",1
"1998","2011","asiancontinentalancestrygroup",1
"1999","2011","assessmentmethod",1
"2000","2011","aves",1
"2001","2011","bijie",1
"2002","2011","bijieprefecture",1
"2003","2011","biodegradation",1
"2004","2011","bioenergy",1
"2005","2011","biopesticides",1
"2006","2011","bombycidae",1
"2007","2011","bombyx",1
"2008","2011","bombyxmandarina",1
"2009","2011","bombyxmori",1
"2010","2011","bosgrunniens",1
"2011","2011","bottleneck",1
"2012","2011","brassicarapa",1
"2013","2011","brassicarapasubsp.pekinensis",1
"2014","2011","capital-labordualintensifying",1
"2015","2011","caprahircus",1
"2016","2011","cateringservice",1
"2017","2011","cattle",1
"2018","2011","china.",1
"2019","2011","co-ops",1
"2020","2011","collectiveaction",1
"2021","2011","commerce",1
"2022","2011","commercialphenomena",1
"2023","2011","communitymanagement",1
"2024","2011","comparativestudy",1
"2025","2011","cropresidue",1
"2026","2011","crops",1
"2027","2011","culturaltradition",1
"2028","2011","decisionmaking",1
"2029","2011","demandanalysis",1
"2030","2011","dhaka[bangladesh]",1
"2031","2011","differentialoptimums",1
"2032","2011","diversityindex",1
"2033","2011","domestication",1
"2034","2011","economiesofscope",1
"2035","2011","economyofscale",1
"2036","2011","education",1
"2037","2011","effectassessment",1
"2038","2011","eleusinecoracana",1
"2039","2011","empiricalanalysis",1
"2040","2011","energybudget",1
"2041","2011","energyconversion",1
"2042","2011","energyuse",1
"2043","2011","entomopathogenicmicroorganisms",1
"2044","2011","environmentalexploitation",1
"2045","2011","environmentalfactor",1
"2046","2011","ethnology",1
"2047","2011","farm",1
"2048","2011","farmerselection",1
"2049","2011","floristics",1
"2050","2011","foodconsumption",1
"2051","2011","foodhandling",1
"2052","2011","foodindustry",1
"2053","2011","foodpolicy",1
"2054","2011","foodsubsidies",1
"2055","2011","foodsupply",1
"2056","2011","foodtechnology",1
"2057","2011","foragers",1
"2058","2011","forest",1
"2059","2011","frame",1
"2060","2011","garhwalhimalaya",1
"2061","2011","gene",1
"2062","2011","genelinkagedisequilibrium",1
"2063","2011","genes",1
"2064","2011","geneticallymodifiedorganism",1
"2065","2011","geneticanalysis",1
"2066","2011","geneticdiversity",1
"2067","2011","geneticrecombination",1
"2068","2011","genetics",1
"2069","2011","geneticselection",1
"2070","2011","geneticvariability",1
"2071","2011","genomics",1
"2072","2011","genotype-environmentinteraction",1
"2073","2011","genotype-environmentinteraction(gei)",1
"2074","2011","glycinemax",1
"2075","2011","glycinesoja",1
"2076","2011","governanceapproach",1
"2077","2011","grass",1
"2078","2011","grazingmanagement",1
"2079","2011","growingseason",1
"2080","2011","guizhou",1
"2081","2011","habitatconservation",1
"2082","2011","habitatrestoration",1
"2083","2011","health",1
"2084","2011","highmountains",1
"2085","2011","himalaya",1
"2086","2011","himalayas",1
"2087","2011","historicalrecord",1
"2088","2011","homesteadforests",1
"2089","2011","honeybeepopulation",1
"2090","2011","honeyproduction",1
"2091","2011","hordeum",1
"2092","2011","hordeumvulgare",1
"2093","2011","human",1
"2094","2011","humanactivity",1
"2095","2011","humans",1
"2096","2011","hymenoptera",1
"2097","2011","ideational",1
"2098","2011","incentives",1
"2099","2011","indigenouspeople",1
"2100","2011","input-outputanalysis",1
"2101","2011","insect",1
"2102","2011","insectpestmanagement",1
"2103","2011","integratedfarmingsystem(ifs)",1
"2104","2011","internationalorganization",1
"2105","2011","internationaltrade",1
"2106","2011","irrigationsystem",1
"2107","2011","jammuandkashmir",1
"2108","2011","karst",1
"2109","2011","karstregion",1
"2110","2011","khasitribe",1
"2111","2011","landscapeplanning",1
"2112","2011","landuse",1
"2113","2011","landusechange",1
"2114","2011","legalaspect",1
"2115","2011","lepidoptera",1
"2116","2011","linearity",1
"2117","2011","linkagedisequilibrium",1
"2118","2011","livestockfarming",1
"2119","2011","livestockproduction",1
"2120","2011","localinstitutions",1
"2121","2011","lowarsenicricevarieties",1
"2122","2011","maineffectandmultiplicativeinteraction(ammi)",1
"2123","2011","marginalization",1
"2124","2011","marketing",1
"2125","2011","markets",1
"2126","2011","mathematicalanalysis",1
"2127","2011","meghalya",1
"2128","2011","metabolomics",1
"2129","2011","meteorology",1
"2130","2011","mobility",1
"2131","2011","mountainenvironment",1
"2132","2011","mymensingh",1
"2133","2011","myrica",1
"2134","2011","myricaceae",1
"2135","2011","nongovernmentalorganization",1
"2136","2011","nonhuman",1
"2137","2011","nucleotidediversity",1
"2138","2011","numericalmodel",1
"2139","2011","nutrientrecycling",1
"2140","2011","omics",1
"2141","2011","optimization",1
"2142","2011","organicagriculture",1
"2143","2011","organicfarming",1
"2144","2011","participatorybreeding",1
"2145","2011","perennialplant",1
"2146","2011","ph",1
"2147","2011","piperbetel",1
"2148","2011","pisumsativum",1
"2149","2011","pixel",1
"2150","2011","plantdiversity",1
"2151","2011","plantgrowth",1
"2152","2011","plantregeneration",1
"2153","2011","plantseed",1
"2154","2011","policymaking",1
"2155","2011","politicalconflict",1
"2156","2011","populationpressure",1
"2157","2011","power",1
"2158","2011","powerrelations",1
"2159","2011","precipitationintensity",1
"2160","2011","principalcomponentanalysis",1
"2161","2011","priorityjournal",1
"2162","2011","production",1
"2163","2011","productivity",1
"2164","2011","profitability",1
"2165","2011","projectofgrainforgreen",1
"2166","2011","protectedarea",1
"2167","2011","proteomics",1
"2168","2011","psychologicalaspect",1
"2169","2011","psychology",1
"2170","2011","qualitativeanalysis",1
"2171","2011","quantitativeanalysis",1
"2172","2011","rainfedagriculture",1
"2173","2011","rangeland",1
"2174","2011","rangelandpolicy",1
"2175","2011","recombination",1
"2176","2011","regenerationstatus",1
"2177","2011","regressionanalysis",1
"2178","2011","researchwork",1
"2179","2011","restorationecology",1
"2180","2011","ricegrainarsenic",1
"2181","2011","ruralhealth",1
"2182","2011","ruralpopulation",1
"2183","2011","sapling",1
"2184","2011","seeding",1
"2185","2011","seedsystems",1
"2186","2011","shannon-weaverindex",1
"2187","2011","silkworm",1
"2188","2011","simpsonindex",1
"2189","2011","socialchange",1
"2190","2011","socioeconomicchange",1
"2191","2011","soilerosion",1
"2192","2011","spatiotemporalanalysis",1
"2193","2011","speciesextinction",1
"2194","2011","staterole",1
"2195","2011","statisticaldata",1
"2196","2011","subtropicalforest",1
"2197","2011","swietenia",1
"2198","2011","tectonagrandis",1
"2199","2011","temperatureeffect",1
"2200","2011","tibet",1
"2201","2011","tillage",1
"2202","2011","timber",1
"2203","2011","traceelement",1
"2204","2011","traditionalagriculturalpractices",1
"2205","2011","transcriptomics",1
"2206","2011","transgenic",1
"2207","2011","treeshexapoda",1
"2208","2011","vegetationcover",1
"2209","2011","vegetationdynamics",1
"2210","2011","vegetationremotesensing",1
"2211","2011","verticalintegration",1
"2212","2011","vigna",1
"2213","2011","vulnerability",1
"2214","2011","wastemanagement",1
"2215","2011","wood",1
"2216","2011","xizang",1
"2217","2012","",12
"2218","2012","china",9
"2219","2012","zeamays",5
"2220","2012","agriculturalecosystem",4
"2221","2012","agriculture",4
"2222","2012","cropyield",4
"2223","2012","oryzasativa",4
"2224","2012","sustainability",4
"2225","2012","yunnan",4
"2226","2012","agriculturalland",3
"2227","2012","biodiversity",3
"2228","2012","biologicalcontrol",3
"2229","2012","climatechange",3
"2230","2012","conservation",3
"2231","2012","decisionmaking",3
"2232","2012","landuse",3
"2233","2012","nepal",3
"2234","2012","rice",3
"2235","2012","adaptation",2
"2236","2012","agriculturalbiodiversity",2
"2237","2012","agriculturalintensification",2
"2238","2012","agrobiodiversity",2
"2239","2012","alternativeagriculture",2
"2240","2012","animalia",2
"2241","2012","arableland",2
"2242","2012","arsenic",2
"2243","2012","article",2
"2244","2012","bangladesh",2
"2245","2012","bharcommunity",2
"2246","2012","biogas",2
"2247","2012","cashcrop",2
"2248","2012","communitystructure",2
"2249","2012","conservationmanagement",2
"2250","2012","cost-benefitanalysis",2
"2251","2012","cropproduction",2
"2252","2012","economics",2
"2253","2012","efficiency",2
"2254","2012","egg",2
"2255","2012","environmentalchange",2
"2256","2012","environmentaldegradation",2
"2257","2012","fertilizerapplication",2
"2258","2012","foodsecurity",2
"2259","2012","genderroles",2
"2260","2012","glycinemax",2
"2261","2012","habitatconservation",2
"2262","2012","hedgerowintercropping",2
"2263","2012","helicoverpaarmigera",2
"2264","2012","hexapoda",2
"2265","2012","human",2
"2266","2012","humans",2
"2267","2012","india",2
"2268","2012","intercropping",2
"2269","2012","irrigation",2
"2270","2012","landevaluation",2
"2271","2012","laodelphaxstriatellus",2
"2272","2012","maize",2
"2273","2012","management",2
"2274","2012","mid-hillregion",2
"2275","2012","minimumtillage",2
"2276","2012","naturalenemy",2
"2277","2012","neimonggol",2
"2278","2012","nilaparvatalugens",2
"2279","2012","optimization",2
"2280","2012","oryzarufipogon",2
"2281","2012","populationdynamics",2
"2282","2012","riceterraces",2
"2283","2012","ruraldevelopment",2
"2284","2012","sacredforests",2
"2285","2012","sogatellafurcifera",2
"2286","2012","soilerosion",2
"2287","2012","soilfertility",2
"2288","2012","soybean",2
"2289","2012","speciesdiversity",2
"2290","2012","sustainableagriculture",2
"2291","2012","sustainabledevelopment",2
"2292","2012","technologicalchange",2
"2293","2012","tinni",2
"2294","2012","tourism",2
"2295","2012","traditionalecologicalknowledge",2
"2296","2012","yieldresponse",2
"2297","2012","abundance",1
"2298","2012","adaptivemanagement",1
"2299","2012","agri-environmentalpolicy",1
"2300","2012","agriculturaleconomics",1
"2301","2012","agriculturallandscape",1
"2302","2012","agriculturallandscapes",1
"2303","2012","agriculturalmachinery",1
"2304","2012","agriculturalproduction",1
"2305","2012","agriculturalresearch",1
"2306","2012","agriculturalsustainability",1
"2307","2012","agriculturaltechnology",1
"2308","2012","agro-ecosystemproductivity",1
"2309","2012","agroecosystem",1
"2310","2012","agroforestry",1
"2311","2012","agrotourism",1
"2312","2012","animal",1
"2313","2012","animalfeed",1
"2314","2012","animalfood",1
"2315","2012","animalhusbandry",1
"2316","2012","animals",1
"2317","2012","anthropogenicactivity",1
"2318","2012","anthropogeniceffect",1
"2319","2012","aquaculture",1
"2320","2012","aquilariamalaccensis",1
"2321","2012","araneae",1
"2322","2012","archaeorrhyncha",1
"2323","2012","aroma",1
"2324","2012","arsenicpoisoning",1
"2325","2012","arthropoda",1
"2326","2012","assam",1
"2327","2012","aves",1
"2328","2012","awareness",1
"2329","2012","badh2",1
"2330","2012","bamboofloweringandrat-famine",1
"2331","2012","basidiomycota",1
"2332","2012","betavulgarissubsp.vulgaris",1
"2333","2012","biofertilizer",1
"2334","2012","biogasagriculture",1
"2335","2012","biogasenergy",1
"2336","2012","biogasfertilizer",1
"2337","2012","biogasproduction",1
"2338","2012","biophysicalmodel",1
"2339","2012","biophysics",1
"2340","2012","bos",1
"2341","2012","brassicaoleracea",1
"2342","2012","brassicarapa",1
"2343","2012","caprahircus",1
"2344","2012","carbondioxide",1
"2345","2012","chemistry",1
"2346","2012","chillconservation",1
"2347","2012","chongqing",1
"2348","2012","civilsocietyorganization",1
"2349","2012","classification",1
"2350","2012","classification(ofinformation)",1
"2351","2012","climaticfluctuations",1
"2352","2012","climaticyield",1
"2353","2012","cluster",1
"2354","2012","clusteranalysis",1
"2355","2012","commercialspecies",1
"2356","2012","commodity",1
"2357","2012","communitybiodiversitymanagement",1
"2358","2012","conservationbiology",1
"2359","2012","conservationgenetics",1
"2360","2012","conservationofnaturalresources",1
"2361","2012","conservationtechnologies",1
"2362","2012","consolidation",1
"2363","2012","conventionalsystems",1
"2364","2012","correlation",1
"2365","2012","costeffectiveness",1
"2366","2012","cotton",1
"2367","2012","cowpea",1
"2368","2012","cropdiversity",1
"2369","2012","croppingpractice",1
"2370","2012","croppingsystem",1
"2371","2012","croppingsystems",1
"2372","2012","cultivatedlands",1
"2373","2012","cultivation",1
"2374","2012","culturalcharacteristics",1
"2375","2012","culturalfactor",1
"2376","2012","culturaltourism",1
"2377","2012","currentstatus",1
"2378","2012","degradation",1
"2379","2012","developingcountries",1
"2380","2012","dicotyledon",1
"2381","2012","distributioncharacteristics",1
"2382","2012","diversityindex",1
"2383","2012","dongsheng",1
"2384","2012","drinking-water",1
"2385","2012","ecologicalbenefits",1
"2386","2012","ecologicalintensification",1
"2387","2012","ecology",1
"2388","2012","economicanalysis",1
"2389","2012","economicandenvironmentalperformance",1
"2390","2012","economicbenefits",1
"2391","2012","economicimpact",1
"2392","2012","economicincentive",1
"2393","2012","economicloss",1
"2394","2012","economicperspective",1
"2395","2012","economicreturns",1
"2396","2012","economicviability",1
