"","Year","Combine"
"2686","2011","bombyxmori"
"2687","2011","geneticvariability"
"2688","2011","genes"
"2689","2011","insect"
"2690","2011","bombyx"
"2691","2011","recombination"
"2692","2011","genetic"
"2693","2011","geneticrecombination"
"2694","2011","bombycidae"
"2695","2011","animal"
"2696","2011","geneticselection"
"2697","2011","article"
"2698","2011","genelinkagedisequilibrium"
"2699","2011","bombyxmandarina"
"2700","2011","comparativestudy"
"2701","2011","linkagedisequilibrium"
"2702","2011","genetics"
"2703","2011","gene"
"2704","2011","agriculturalpractice"
"2705","2011","agronomy"
"2706","2011","cropproduction"
"2707","2011","cropyield"
"2708","2011","cultivation"
"2709","2011","economicanalysis"
"2710","2011","optimization"
"2711","2011","researchwork"
"2712","2011","rice"
"2713","2011","seeding"
"2714","2011","seedling"
"2715","2011","tillage"
"2716","2011","china"
"2717","2011","asiancontinentalancestrygroup"
"2718","2011","china"
"2719","2011","socialchange"
"2720","2011","agroindustry"
"2721","2011","economyofscale"
"2722","2011","cultivation"
"2723","2011","ruralpopulation"
"2724","2011","humans"
"2725","2011","ruralhealth"
"2726","2011","commerce"
"2727","2011","agriculturalintensification"
"2728","2011","foodindustry"
"2729","2011","foodsupply"
"2730","2011","cateringservice"
"2731","2011","agriculture"
"2732","2011","agriculturalcooperative"
"2733","2011","asian"
"2734","2011","organicfarming"
"2735","2011","organicagriculture"
"2736","2011","education"
"2737","2011","article"
"2738","2011","history"
"2739","2011","20thcentury"
"2740","2011","marketing"
"2741","2011","legalaspect"
"2742","2011","psychologicalaspect"
"2743","2011","human"
"2744","2011","horticulture"
"2745","2011","farm"
"2746","2011","foodhandling"
"2747","2011","history"
"2748","2011","health"
"2749","2011","commercialphenomena"
"2750","2011","economics"
"2751","2011","ethnology"
"2752","2011","foodtechnology"
"2753","2011","history"
"2754","2011","21stcentury"
"2755","2011",""
"2756","2011","populationstructure"
"2757","2011","sapling"
"2758","2011","priorityjournal"
"2759","2011","speciesextinction"
"2760","2011","subtropicalforest"
"2761","2011","myricaesculenta"
"2762","2011","article"
"2763","2011","myricaceae"
"2764","2011","plantseed"
"2765","2011","seedling"
"2766","2011","india"
"2767","2011","plantregeneration"
"2768","2011","environmentalexploitation"
"2769","2011","nonhuman"
"2770","2011","plantgrowth"
"2771","2011","forest"
"2772","2011","myrica"
"2773","2011","indigenouspeople"
"2774","2011","wood"
"2775","2011","vigna"
"2776","2011","glycinesoja"
"2777","2011","eleusinecoracana"
"2778","2011","hordeumvulgare"
"2779","2011","brassicarapasubsp.pekinensis"
"2780","2011","oryzasativa"
"2781","2011","glycinemax"
"2782","2011","hordeum"
"2783","2011","brassica"
"2784","2011","pisumsativum"
"2785","2011","brassicarapa"
"2786","2011","triticumaestivum"
"2787","2011","triticumaestivum"
"2788","2011","aves"
"2789","2011","caprahircus"
"2790","2011","animalia"
"2791","2011","bos"
"2792","2011","climatechange"
"2793","2011","mathematicalanalysis"
"2794","2011","guizhou"
"2795","2011","ndvi"
"2796","2011","soilerosion"
"2797","2011","restorationecology"
"2798","2011","landuse"
"2799","2011","biodegradation"
"2800","2011","habitatrestoration"
"2801","2011","china"
"2802","2011","numericalmodel"
"2803","2011","pixel"
"2804","2011","agriculturalland"
"2805","2011","linearity"
"2806","2011","temperatureeffect"
"2807","2011","environmentalfactor"
"2808","2011","pasture"
"2809","2011","grass"
"2810","2011","precipitationintensity"
"2811","2011","decisionmaking"
"2812","2011","meteorology"
"2813","2011","vegetationdynamics"
"2814","2011","bijie"
"2815","2011","soilfertility"
"2816","2011","assessmentmethod"
"2817","2011","regressionanalysis"
"2818","2011","statisticaldata"
"2819","2011","humanactivity"
"2820","2011","karst"
"2821","2011","vegetationcover"
"2822","2011","populationpressure"
"2823","2011","artocarpusheterophyllus"
"2824","2011","piperbetel"
"2825","2011","biodiversity"
"2826","2011","cohortanalysis"
"2827","2011","tectonagrandis"
"2828","2011","swietenia"
"2829","2011","acacia"
"2830","2011","mymensingh"
"2831","2011","horticulture"
"2832","2011","diversityindex"
"2833","2011","dhaka[bangladesh]"
"2834","2011","timber"
"2835","2011","speciesdiversity"
"2836","2011","perennialplant"
"2837","2011","floristics"
"2838","2011","habitatconservation"
"2839","2011","protectedarea"
"2840","2011","bangladesh"
"2841","2011","livestockfarming"
"2842","2011","grazingmanagement"
"2843","2011","landscapeplanning"
"2844","2011","socioeconomicconditions"
"2845","2011","cattle"
"2846","2011","pasture"
"2847","2011","rangeland"
"2848","2011","sustainability"
"2849","2011","china"
"2850","2011","culturaltradition"
"2851","2011","bosgrunniens"
"2852","2011","xizang"
"2853","2011","bos"
"2854","2011","pastoralism"
"2855","2011",""
"2856","2012","inorganiccultivation"
"2857","2012","organiccultivation"
"2858","2012","sustainability"
"2859","2012","tea"
"2860","2012","yield"
"2861","2012","biogasagriculture"
"2862","2012","sustainability"
"2863","2012","emergysynthesis"
"2864","2012","efficiency"
"2865","2012","ternarydiagram"
"2866","2012","technologicalchange"
"2867","2012","climatechange"
"2868","2012","institutionalinnovation"
"2869","2012","adaptation"
"2870","2012","nepal"
"2871","2012","mid-hillregion"
"2872","2012","cost-benefitanalysis"
"2873","2012","scuafmodel"
"2874","2012","minimumtillage"
"2875","2012","hedgerowintercropping"
"2876","2012","soilerosion"
"2877","2012","agrobiodiversity"
"2878","2012","communitybiodiversitymanagement"
"2879","2012","insituconservation"
"2880","2012","on-farmmanagement"
"2881","2012","plantgeneticresourcesforfoodandagriculture"
"2882","2012",""
"2883","2012","egg"
"2884","2012","drinking-water"
"2885","2012","excreta"
"2886","2012","feed"
"2887","2012","bangladesh"
"2888","2012","layinghen"
"2889","2012","arsenic"
"2890","2012","sacredforests"
"2891","2012","china"
"2892","2012","yunnan"
"2893","2012","ruraldevelopment"
"2894","2012","tourism"
"2895","2012","riceterraces"
"2896","2012","geomorphichazards"
"2897","2012","hydrologicalhazards"
"2898","2012","glacierfluctuations"
"2899","2012","environmentaldegradation"
"2900","2012","himalaya"
"2901","2012","multipleecosystemservices"
"2902","2012","ecologicalintensification"
"2903","2012","biodiversity"
"2904","2012","agriculturallandscapes"
"2905","2012","social-ecologicaldomain"
"2906","2012","agriculturalintensification"
"2907","2012","arableland"
"2908","2012","classification"
"2909","2012","landevaluation"
"2910","2012","landuse"
"2911","2012","optimization"
"2912","2012","westernregionofchina"
"2913","2012","cowpea"
"2914","2012","croppingsystem"
"2915","2012","greenmanure"
"2916","2012","residuemanagement"
"2917","2012","rice"
"2918","2012","sesbania"
"2919","2012","sustainableproduction"
"2920","2012","wheat"
"2921","2012",""
"2922","2012","humanitarianaid"
"2923","2012","mautam"
"2924","2012","bamboofloweringandrat-famine"
"2925","2012","civilsocietyorganization"
"2926","2012","foodandlivelihoodsecurity"
"2927","2012","savethechildren"
"2928","2012","nesaving"
"2929","2012","ecologicalbenefits"
"2930","2012","biogasfertilizer"
"2931","2012","ecosystem"
"2932","2012","economicbenefits"
"2933","2012","agriculturallandscape"
"2934","2012","populationdynamics"
"2935","2012","helicoverpaarmigera"
"2936","2012","cropdiversity"
"2937","2012","animalhusbandry"
"2938","2012","forest"
"2939","2012","traditionalagrodiversity"
"2940","2012","sustainability"
"2941","2012","cashcrop"
"2942","2012","geneticdiversity"
"2943","2012","monoeciousgourd"
"2944","2012","cluster"
"2945","2012",""
"2946","2012","agriculture"
"2947","2012","newhorizons"
"2948","2012","conservation"
"2949","2012","geneticresources"
"2950","2012","himalayanregion"
"2951","2012","landraces"
"2952","2012","consolidation"
"2953","2012","developingcountries"
"2954","2012","farmtechnology"
"2955","2012","foodindustry"
"2956","2012","supermarkets"
"2957","2012","supplychains"
"2958","2012","verticalcoordination"
"2959","2012","wholesalers"
"2960","2012","sequenceanalysis"
"2961","2012","grainquality"
"2962","2012","rice"
"2963","2012","badh2"
"2964","2012","aroma"
"2965","2012","correlation"
"2966","2012","homegardenmacrostructure"
"2967","2012","shannon-wienerdiversityindex"
"2968","2012","cashcrop"
"2969","2012","stratification"
"2970","2012","agriculturalbiodiversity"
"2971","2012","genderroles"
"2972","2012","bharcommunity"
"2973","2012","traditionalecologicalknowledge"
"2974","2012","tinni"
"2975","2012","conservation"
"2976","2012","oryzarufipogon"
"2977","2012","thefarming-pastoralecotone"
"2978","2012","agro-ecosystemproductivity"
"2979","2012","climaticyield"
"2980","2012","climaticfluctuations"
"2981","2012","post-crophabitat"
"2982","2012","communitystructure"
"2983","2012","maizefield"
"2984","2012","chillconservation"
"2985","2012","naturalenemies"
"2986","2012","nilaparvatalugens"
"2987","2012","laodelphaxstriatellus"
"2988","2012","agrobiodiversity"
"2989","2012","intercrop"
"2990","2012","sogatellafurcifera"
"2991","2012","biologicalcontrol"
"2992","2012","yunnan"
"2993","2012","fertilizer"
"2994","2012","china"
"2995","2012","sustainableagriculture"
"2996","2012","ruraltourism"
"2997","2012","ecotourism"
"2998","2012","agrotourism"
"2999","2012","culturaltourism"
"3000","2012","efficiency"
"3001","2012","aquaculture"
"3002","2012","currentstatus"
"3003","2012","highenergy"
"3004","2012","synthesis(chemical)"
"3005","2012","environmentalmanagement"
"3006","2012","ternarydiagrams"
"3007","2012","ternaryalloys"
"3008","2012","transformity"
"3009","2012","technologicalrevolution"
"3010","2012","energyutilization"
"3011","2012","agriculture"
"3012","2012","rapiddevelopment"
"3013","2012","investments"
"3014","2012","biogas"
"3015","2012","biogasenergy"
"3016","2012","emissionsmitigation"
"3017","2012","policyscenario"
"3018","2012","sustainabledevelopment"
"3019","2012","energycrisis"
"3020","2012","biogasproduction"
"3021","2012","energyefficiency"
"3022","2012","futureoptions"
"3023","2012","energypolicy"
"3024","2012","sustainableagriculture"
"3025","2012","environmentalloads"
"3026","2012","economicandenvironmentalperformance"
"3027","2012","emissionmitigation"
"3028","2012","technologyadoption"
"3029","2012","nepal"
"3030","2012","farmersknowledge"
"3031","2012","technologicaldevelopment"
"3032","2012","innovation"
"3033","2012","agriculturalresearch"
"3034","2012","nongovernmentalorganization"
"3035","2012","climatechange"
"3036","2012","technologicalchange"
"3037","2012","economicloss"
"3038","2012","cost-benefitanalysis"
"3039","2012","farmingsystem"
"3040","2012","cultivation"
"3041","2012","biophysics"
"3042","2012","economicincentive"
"3043","2012","soilconservation"
"3044","2012","economicreturns"
"3045","2012","slopeangle"
"3046","2012","agriculturalmachinery"
"3047","2012","steepslope"
"3048","2012","hedgerowintercropping"
"3049","2012","conservationtechnologies"
"3050","2012","highcosts"
"3051","2012","erosion"
"3052","2012","economicperspective"
"3053","2012","zerotillage"
"3054","2012","biophysicalmodel"
"3055","2012","anthropogenicactivity"
"3056","2012","soilchanges"
"3057","2012","soildegradation"
"3058","2012","economicviability"
"3059","2012","degradation"
"3060","2012","croppingsystems"
"3061","2012","minimumtillage"
"3062","2012","agroforestry"
"3063","2012","losses"
"3064","2012","intercropping"
"3065","2012","cropyield"
"3066","2012","soilerosion"
"3067","2012","zeamays"
"3068","2012","anthropogeniceffect"
"3069","2012","agriculturaltechnology"
"3070","2012","soilfertility"
"3071","2012","highrate"
"3072","2012","hedgerow"
"3073","2012","hillslope"
"3074","2012","conventionalsystems"
"3075","2012","costeffectiveness"
"3076","2012","economicanalysis"
"3077","2012","soils"
"3078","2012","technology"
"3079","2012","agriculturalsustainability"
"3080","2012","geologicmodels"
"3081","2012","nepal"
"3082","2012","sustainability"
"3083","2012","monsoonrains"
"3084","2012","economicimpact"
"3085","2012","mid-hillregion"
"3086","2012",""
"3087","2012","economics"
"3088","2012","management"
"3089","2012","arsenicpoisoning"
"3090","2012","humans"
"3091","2012","bangladesh"
"3092","2012","arsenic"
"3093","2012","article"
"3094","2012","animalfeed"
"3095","2012","chemistry"
"3096","2012","animals"
"3097","2012","animalfood"
"3098","2012","watersupply"
"3099","2012","multicenterstudy"
"3100","2012","human"
"3101","2012","eggs"
"3102","2012","animal"
"3103","2012","poultry"
"3104","2012","feces"
"3105","2012","foodcontamination"
"3106","2012","egg"
"3107","2012","landforms"
"3108","2012","tourism"
"3109","2012","forestry"
"3110","2012","yunnan"
"3111","2012","china"
"3112","2012","ruraldevelopment"
"3113","2012","regionalplanning"
"3114","2012","planning"
"3115","2012","riceterraces"
"3116","2012","sacredforests"
"3117","2012","animalia"
"3118","2012","historicalperspective"
"3119","2012","decisionmaking"
"3120","2012","himalayas"
"3121","2012","glaciallake"
"3122","2012","environmentaldegradation"
"3123","2012","glacier"
"3124","2012","environmentalchange"
"3125","2012","socioeconomicimpact"
"3126","2012","clusteranalysis"
"3127","2012","agriculturalland"
"3128","2012","biodiversity"
"3129","2012","humancapital"
"3130","2012","adaptivemanagement"
"3131","2012","researchwork"
"3132","2012","landuse"
"3133","2012","agriculturalintensification"
"3134","2012","ecosystemmanagement"
"3135","2012","ecosystemservice"
"3136","2012","commodity"
"3137","2012","habitatconservation"
"3138","2012","managementpractice"
"3139","2012","foodsecurity"
"3140","2012","qualityimprovement"
"3141","2012","southchina"
"3142","2012","nationallevel"
"3143","2012","landevaluation"
"3144","2012","landuse"
"3145","2012","landutilization"
"3146","2012","lowaltitudes"
"3147","2012","agriculture"
"3148","2012","spacearrangement"
"3149","2012","policymaking"
"3150","2012","classification(ofinformation)"
"3151","2012","guangxi"
"3152","2012","optimization"
"3153","2012","mongolia"
"3154","2012","westernregion"
"3155","2012","sichuan"
"3156","2012","cultivatedlands"
"3157","2012","yangziriver"
"3158","2012","sichuanbasin"
"3159","2012","westernchina"
"3160","2012","distributioncharacteristics"
"3161","2012","tibetplateau"
"3162","2012","decisionmaking"
"3163","2012","chongqing"
"3164","2012","arableland"
"3165","2012",""
"3166","2012","animalia"
"3167","2012","aves"
"3168","2012","basidiomycota"
"3169","2012","oryzasativa"
"3170","2012","bos"
"3171","2012","caprahircus"
"3172","2012",""
"3173","2012","sustainabledevelopment"
"3174","2012","fertilizerapplication"
"3175","2012","soilfertility"
"3176","2012","orchard"
"3177","2012","soilecosystem"
"3178","2012","carbondioxide"
"3179","2012","wateruptake"
"3180","2012","biogas"
"3181","2012","wateruseefficiency"
"3182","2012","cropyield"
"3183","2012","emissioncontrol"
"3184","2012","yieldresponse"
"3185","2012","biofertilizer"
"3186","2012","renewableresource"
"3187","2012","agriculturalecosystem"
"3188","2012","agriculturaleconomics"
"3189","2012","alternativeagriculture"
"3190","2012","china"
"3191","2012","cotton"
"3192","2012","agriculturalland"
"3193","2012","croppingpractice"
"3194","2012","biologicalcontrol"
"3195","2012","populationdynamics"
"3196","2012","abundance"
"3197","2012","lycopersiconesculentum"
"3198","2012","generationtime"
"3199","2012","noctuidae"
"3200","2012","heliothis"
"3201","2012","speciesdiversity"
"3202","2012","lepidoptera"
"3203","2012","helicoverpaarmigera"
"3204","2012","irrigation"
"3205","2012","populationoutbreak"
"3206","2012","pestspecies"
"3207","2012","betavulgarissubsp.vulgaris"
"3208","2012","marketconditions"
"3209","2012","triticumaestivum"
"3210","2012","gossypiumhirsutum"
"3211","2012","moth"
"3212","2012","intensiveagriculture"
"3213","2012","xinkaibasin"
"3214","2012","china"
"3215","2012","zeamays"
"3216","2012","neimonggol"
"3217","2012","trap(equipment)"
"3218","2012","landscape"
"3219","2012",""
"3220","2012",""
"3221","2012","management"
"3222","2012","trait-basedapproaches"
"3223","2012","economics"
"3224","2012",""
"3225","2012",""
"3226","2012",""
"3227","2012","oryzasativa"
"3228","2012","homegarden"
"3229","2012","endangeredspecies"
"3230","2012","weed"
"3231","2012","geneflow"
"3232","2012","conservationmanagement"
"3233","2012","poaceae"
"3234","2012","jorhat"
"3235","2012","aquilariamalaccensis"
"3236","2012","grass"
"3237","2012","conservationgenetics"
"3238","2012","speciesrichness"
"3239","2012","diversityindex"
"3240","2012","floristics"
"3241","2012","inbreeding"
"3242","2012","assam"
"3243","2012","india"
"3244","2012","redlist"
"3245","2012","principalcomponentanalysis"
"3246","2012","dicotyledon"
"3247","2012","commercialspecies"
"3248","2012","speciesdiversity"
"3249","2012","rarespecies"
"3250","2012","india"
"3251","2012","human"
"3252","2012","rice"
"3253","2012","conservation"
"3254","2012","hightemperature"
"3255","2012","awareness"
"3256","2012","conservationbiology"
"3257","2012","ecology"
"3258","2012","oryzarufipogon"
"3259","2012","phenotype"
"3260","2012","foodsecurity"
"3261","2012","specieshabitat"
"3262","2012","genderroles"
"3263","2012","indigenouspeople"
"3264","2012","lowtemperature"
"3265","2012","tinni"
"3266","2012","genderrole"
"3267","2012","environmentalexploitation"
"3268","2012","plantgrowth"
"3269","2012","oryzasativa"
"3270","2012","sexfactors"
"3271","2012","traditionalecologicalknowledge"
"3272","2012","socialmarketing"
"3273","2012","foodsupply"
"3274","2012","cropproduction"
"3275","2012","culturalfactor"
"3276","2012","biodiversity"
"3277","2012","agriculturalecosystem"
"3278","2012","bharcommunity"
"3279","2012","women"
"3280","2012","socialenvironment"
"3281","2012","socioeconomicfactors"
"3282","2012","decisionmaking"
"3283","2012","ecosystemresilience"
"3284","2012","uttarpradesh"
"3285","2012","environmentalchange"
"3286","2012","weather"
"3287","2012","humans"
"3288","2012","varietas"
"3289","2012","rain"
"3290","2012","adaptation"
"3291","2012","physiological"
"3292","2012","transgenicplant"
"3293","2012","socialclass"
"3294","2012","female"
"3295","2012","participatoryresearch"
"3296","2012","socialchange"
"3297","2012","traditionalknowledge"
"3298","2012","agroecosystem"
"3299","2012","conservationmanagement"
"3300","2012","maintenance"
"3301","2012","societiesandinstitutions"
"3302","2012","conservationofnaturalresources"
"3303","2012","article"
"3304","2012","culturalcharacteristics"
"3305","2012","geneticvariation"
"3306","2012","geography"
"3307","2012","agriculture"
"3308","2012","agriculturalbiodiversity"
"3309","2012","agriculturalecosystem"
"3310","2012","growingseason"
"3311","2012","ecotone"
"3312","2012","precipitation(climatology)"
"3313","2012","shanxi"
"3314","2012","globalchange"
"3315","2012","climatechange"
"3316","2012","panicummiliaceum"
"3317","2012","neimonggol"
"3318","2012","cropyield"
"3319","2012","zhungeer"
"3320","2012","glycinemax"
"3321","2012","dongsheng"
"3322","2012","agriculturalproduction"
"3323","2012","solanumtuberosum"
"3324","2012","zeamays"
"3325","2012","soybean"
"3326","2012","china"
"3327","2012","habitatconservation"
"3328","2012","leafyvegetable"
"3329","2012","ipomoeabatatas"
"3330","2012","arthropoda"
"3331","2012","agriculturalland"
"3332","2012","lactuca"
"3333","2012","araneae"
"3334","2012","zeamays"
"3335","2012","maize"
"3336","2012","communitystructure"
"3337","2012","hexapoda"
"3338","2012","lactucasativa"
"3339","2012","micraspis"
"3340","2012","china"
"3341","2012","brassicaoleracea"
"3342","2012","brassicarapa"
"3343","2012","naturalenemy"
"3344","2012","potato"
"3345","2012","naturalenemy"
"3346","2012","biologicalcontrol"
"3347","2012","cropproduction"
"3348","2012","host-parasitoidinteraction"
"3349","2012","integratedpestmanagement"
"3350","2012","intercropping"
"3351","2012","irrigation"
"3352","2012","maize"
"3353","2012","monoculture"
"3354","2012","paddyfield"
"3355","2012","pestcontrol"
"3356","2012","oryzasativa"
"3357","2012","sogatellafurcifera"
"3358","2012","planthopper"
"3359","2012","polyculture"
"3360","2012","populationstructure"
"3361","2012","soybean"
"3362","2012","yieldresponse"
"3363","2012","china"
"3364","2012","archaeorrhyncha"
"3365","2012","glycinemax"
"3366","2012","hexapoda"
"3367","2012","laodelphaxstriatellus"
"3368","2012","zeamays"
"3369","2012","nilaparvatalugens"
"3370","2012","alternativeagriculture"
"3371","2012","agri-environmentalpolicy"
"3372","2012","agriculturalecosystem"
"3373","2012","householdsurvey"
"3374","2012","cropyield"
"3375","2012","farmsize"
"3376","2012","fertilizerapplication"
"3377","2012","china"
"3378","2012","yunnan"
"3379","2012",""
"3380","2013","stateprotectedareas"
"3381","2013","agro-forests"
"3382","2013","grainforgreenpolicy"
"3383","2013","camelliasinensis."
"3384","2013","agronomicpractices"
"3385","2013","aridagriculture"
"3386","2013","extensioneducation"
"3387","2013","rainwaterharvesting"
"3388","2013","sustainabletechnologies"
"3389","2013","conservation"
"3390","2013","hillfarming"
"3391","2013","farmcategory"
"3392","2013","forestry"
"3393","2013","diversityindex"
"3394","2013",""
"3395","2013","asianelephant"
"3396","2013","xishuangbanna"
"3397","2013","compensation"
"3398","2013","rubber"
"3399","2013","risk"
"3400","2013","china"
"3401","2013","heveabrasiliensis"
"3402","2013",""
"3403","2013","alnusnepalensis"
"3404","2013","broomgrass"
"3405","2013","fodder"
"3406","2013","morusalba"
"3407","2013","shade"
"3408","2013","fuel"
"3409","2013","grevillearobusta"
"3410","2013","intercropping"
"3411","2013","solarradiationinterception"
"3412","2013","terminaliamyriocarpa"
"3413","2013","economicanalysis"
"3414","2013","agriculture"
"3415","2013","india"
"3416","2013","climatechange"
"3417","2013","foodgrainproduction"
"3418","2013","non-timberforestproducts"
"3419","2013","wildedibleplants"
"3420","2013","ethnomycology"
"3421","2013","ethnobotany"
"3422","2013","willingnesstoaccept"
"3423","2013","consumptionutility"
"3424","2013","paymentsforecosystemservices"
"3425","2013","incentivemechanisms"
"3426","2013","opportunitycostofon-farmconservation"
"3427","2013","contingentvaluation"
"3428","2013","agroforestry"
"3429","2013","hedgerows"
"3430","2013","mountainfarmingsystem"
"3431","2013","soilerosion"
"3432","2013","slopingagriculturallandtechnology"
"3433","2013","soilnutrient"
"3434","2013","livelihood"
"3435","2013","naturalforestconservationprogram"
"3436","2013","naturereservesystem"
"3437","2013","paymentforecosystemservices"
"3438","2013","povertyalleviation"
"3439","2013","sustainability"
"3440","2013","biodiversity"
"3441","2013","carbonsequestration"
"3442","2013","cost-effectiveness"
"3443","2013","coupledhumanandnaturalsystems"
"3444","2013","environmentalconservation"
"3445","2013","grain-to-greenprogram"
"3446","2013","intensiveagriculture"
"3447","2013","traditionalagriculture"
"3448","2013","conservation"
"3449","2013","biodiversity"
"3450","2013","agriculturehistory"
"3451","2013","agriculturallandscape"
"3452","2013","fruits"
"3453","2013","organic"
"3454","2013","export"
"3455","2013","certification"
"3456","2013","populationstructure"
"3457","2013","khasitribes"
"3458","2013","conservations"
"3459","2013","diversity"
"3460","2013","traditionalagroforestry"
"3461","2013","paanjhum"
"3462","2013","agrodiversity"
"3463","2013","indigenousknowledge"
"3464","2013","ruraltechnology"
"3465","2013","religious"
"3466","2013","socio-cultural"
"3467","2013","policy"
"3468","2013","conservationanduse"
"3469","2013","holisticapproaches"
"3470","2013","incomegeneration"
"3471","2013","livelihood"
"3472","2013","valuechain"
"3473","2013","nutrition"
"3474","2013","neglectedandunderutilizedspecies(nus)"
"3475","2013","apples"
"3476","2013","supplychainmanagement"
"3477","2013","agribusiness"
"3478","2013","controlledatmospherestorage"
"3479","2013","produce"
"3480","2013","speciesdiversityindex"
"3481","2013","managementandutilization"
"3482","2013","camelliasinensisvar.assamica"
"3483","2013","agro-ecosystem"
"3484","2013","agro-biodiversityassessment"
"3485","2013","mixedgrassstrip"
"3486","2013","watershed"
"3487","2013","soils"
"3488","2013","nitrogen"
"3489","2013","phosphorus"
"3490","2013","sustainableintensification"
"3491","2013","managingrisk"
"3492","2013","drylandagriculture"
"3493","2013","buildingresilience"
"3494","2013","agrobiodiversity"
"3495","2013","policydevelopment"
"3496","2013","participatoryplantbreeding"
"3497","2013","geneticerosion"
"3498","2013","foodsecurity"
"3499","2013","china"
"3500","2013","genepool"
"3501","2013","plantconservation"
"3502","2013","plantgeneticresources"
"3503","2013","foodsecurity"
"3504","2013","cropwildrelative"
"3505","2013","problemsandcountermeasure"
"3506","2013","sustainabledevelopment"
"3507","2013","connotationcharacteristics"
"3508","2013","modernagriculture"
"3509","2013","sepalphotosynthesis"
"3510","2013","reproduction"
"3511","2013","source-sinkrelations"
"3512","2013","principalcomponentanalysis"
"3513","2013","purplesoil"
"3514","2013","soilfauna"
"3515","2013","fertilizationregimescamelliasinensis"
"3516","2013","theaceae"
"3517","2013",""
"3518","2013","ficussemicordata"
"3519","2013","pokharekhola"
"3520","2013","communitycomposition"
"3521","2013","caprahircus"
"3522","2013","ficushispida"
"3523","2013","numericalmodel"
"3524","2013","musaxparadisiaca"
"3525","2013","speciesevenness"
"3526","2013","hillfarming"
"3527","2013","speciesdiversity"
"3528","2013","conservationmanagement"
"3529","2013","animalia"
"3530","2013","fruit"
"3531","2013","fodder"
"3532","2013","watershed"
"3533","2013","nepal"
"3534","2013","bagmati"
"3535","2013","gallusgallus"
"3536","2013","agriculturalproductions"
"3537","2013","agriculturalsector"
"3538","2013","cropproduction"
"3539","2013","decisionsupportsystems"
"3540","2013","informationtechnology"
"3541","2013","knowledgebasedsystems"
"3542","2013","tools"
"3543","2013","tractors(truck)"
"3544","2013","tractors(agricultural)"
"3545","2013","informationandcommunicationtechnologies"
"3546","2013","powerrequirement"
"3547","2013","sugarcaneharvesters"
"3548","2013","agriculturalmachinery"
"3549","2013","agriculturalwastes"
"3550","2013","artificialintelligence"
"3551","2013","crops"
"3552","2013","cultivation"
"3553","2013","datainformations"
"3554","2013","farmmanagement"
"3555","2013","decisionmaking"
"3556","2013","attitudinalsurvey"
"3557","2013","damage"
"3558","2013","coexistence"
"3559","2013","yunnan"
"3560","2013","localparticipation"
"3561","2013","insurancesystem"
"3562","2013","stakeholder"
"3563","2013","farmersattitude"
"3564","2013","china"
"3565","2013","xishuangbanna"
"3566","2013","farmingsystem"
"3567","2013","agriculturaldevelopment"
"3568","2013","agriculturalmarket"
"3569","2013","economicgrowth"
"3570","2013","foodprocessing"
"3571","2013","geneticallymodifiedorganism"
"3572","2013","india"
"3573","2013",""
"3574","2013","triticumaestivum"
"3575","2013","ethnobotany"
"3576","2013","adolescent"
"3577","2013","cardaminemacrophylla"
"3578","2013","aged"
"3579","2013","article"
"3580","2013","cardamine"
"3581","2013","schisandrasphenanthera"
"3582","2013","agaricales"
"3583","2013","china"
"3584","2013","amaranthus"
"3585","2013","adult"
"3586","2013","middleaged"
"3587","2013","caryopterisdivaricata"
"3588","2013","schisandra"
"3589","2013","male"
"3590","2013","pimpinella"
"3591","2013","vegetables"
"3592","2013","pteridiumaquilinum"
"3593","2013","human"
"3594","2013","female"
"3595","2013","toonasinensis"
"3596","2013","vegetable"
"3597","2013","staphyleabumalda"
"3598","2013","plant"
"3599","2013","fruit"
"3600","2013","humans"
"3601","2013","allium"
"3602","2013","aged"
"3603","2013","80andover"
"3604","2013","plants"
"3605","2013","edible"
"3606","2013","celastrus"
"3607","2013","basidiomycota"
"3608","2013","edibleplant"
"3609","2013","auricularia"
"3610","2013","akebiatrifoliata"
"3611","2013","fungi"
"3612","2013","lentinula"
"3613","2013","chenopodiumalbum"
"3614","2013","veryelderly"
"3615","2013","celastrusorbiculatus"
"3616","2013","helwingiajaponica"
"3617","2013","contingentvaluation"
"3618","2013","agronomy"
"3619","2013","developingworld"
"3620","2013","biodiversity"
"3621","2013","compensationsystem"
"3622","2013","subsistenceagriculture"
"3623","2013","cultivar"
"3624","2013","india"
"3625","2013","consumptionbehavior"
"3626","2013","prioritization"
"3627","2013","cost-benefitanalysis"
"3628","2013","naturalresource"
"3629","2013","ecologicaleconomics"
"3630","2013","estimationmethod"
"3631","2013","ecosystemservice"
"3632","2013","conservationmanagement"
"3633","2013","incentive"
"3634","2013","nepal"
"3635","2013","volume"
"3636","2013","soilconservation"
"3637","2013","india"
"3638","2013","farmingsystem"
"3639","2013","agriculturalland"
"3640","2013","soilwater"
"3641","2013","maize"
"3642","2013","runoff"
"3643","2013","godavaribasin"
"3644","2013","soilerosion"
"3645","2013","economicanalysis"
"3646","2013","assessmentmethod"
"3647","2013","soilnutrient"
"3648","2013","intercropping"
"3649","2013","cropyield"
"3650","2013","soilfertility"
"3651","2013","cropproduction"
"3652","2013","agroforestry"
"3653","2013",""
"3654","2013",""
"3655","2013","triticumaestivum"
"3656","2013","zeamays"
"3657","2013","theobromacacao"
"3658","2013","speciesrichness"
